"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL6034879";"";"None";"408.53";"0";"2.63";"BDBM316893";"O=C1CCc2cc(/C=C/C(=O)N3C[C@H]4CN(Cc5cccs5)C[C@H]4C3)cnc2N1";"IC50";"'='";"9130.0";"nM";"5.04";"";"619698";"UO_0000065";"12.34";"0.24";"2.41";"7.69";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"9130.0"
"CHEMBL568359";"";"None";"492.62";"0";"3.76";"15e";"CCCOc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CC2(CCN(C)CC2)C(=O)N3)cccc1OC";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"15.40";"0.29";"3.83";"9.03";"0";"CHEMBL1039114";"Inhibition of Staphylococcus aureus FabI";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1155988";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"26.0"
"CHEMBL3322674";"";"None";"349.39";"0";"2.27";"AEA2";"O=C1CCc2cc(/C=C/C(=O)N3CC(Oc4ccccc4)C3)cnc2N1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";""
"CHEMBL294363";"";"None";"316.43";"1";"5.33";"27";"c1ccc(-c2ccc(Cn3cnc(-c4ccsc4)c3)cc2)cc1";"IC50";"'='";"7660.0";"nM";"5.12";"";"";"UO_0000065";"16.17";"0.30";"-0.21";"28.71";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"7.66"
"CHEMBL421119";"";"None";"397.48";"0";"4.18";"12";"Nc1ccc(Cn2c3c(c4ccccc42)CCN(C(=O)c2ccc(O)cc2)C3)cc1";"IC50";"'='";"670.0";"nM";"6.17";"";"";"UO_0000065";"15.53";"0.28";"1.99";"8.64";"0";"CHEMBL677574";"Antibacterial activity against Staphylococcus aureus FabI";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"0.67"
"CHEMBL73953";"";"None";"412.49";"0";"4.61";"32";"Cc1cc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)ccc1O";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"16.35";"0.30";"2.13";"10.27";"0";"CHEMBL677574";"Antibacterial activity against Staphylococcus aureus FabI";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133924";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"0.18"
"CHEMBL3623425";"";"None";"431.92";"1";"6.23";"16j";"Cc1cc(Cl)ccc1Oc1cn(Cc2ccccc2)c(COc2ccccc2)cc1=O";"IC50";"'='";"650.0";"nM";"6.19";"";"";"UO_0000065";"14.32";"0.27";"-0.04";"15.29";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.65"
"CHEMBL3322705";"";"None";"257.29";"0";"1.21";"BDBM133657";"O=C1CCc2cc(/C=C/C(=O)N3CCC3)cnc2N1";"IC50";"'='";"11000.0";"nM";"4.96";"";"305316";"UO_0000065";"19.27";"0.36";"3.75";"7.96";"1";"CHEMBL3705387";"Fluorescence Based Assay: The assay buffer 'AB' contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl. The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL. This reaction mixture is then composed of 2 nM FabI, 40 uM NADPH (Sigma, N7505), 10 uM NADP+(Sigma, N5755), 100 uM t-O-NAC and compound at defined concentration. Fluorescence intensity of NADPH (lamda=ex=360 nm, lamda=em=520 nm) is measured immediately after t-O-NAC addition (T0), and approximately 50 min later (T50) by a Fluostar Optima (BMG) so as to achieve ~30% of NADPH conversion.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638908";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"11000.0"
"CHEMBL3676414";"";"None";"391.49";"0";"1.80";"BDBM133678";"CCCCCS(=O)(=O)C1CN(C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)C1";"IC50";"'='";"8600.0";"nM";"5.07";"";"305337";"UO_0000065";"12.94";"0.26";"3.27";"5.25";"1";"CHEMBL3705387";"Fluorescence Based Assay: The assay buffer 'AB' contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl. The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL. This reaction mixture is then composed of 2 nM FabI, 40 uM NADPH (Sigma, N7505), 10 uM NADP+(Sigma, N5755), 100 uM t-O-NAC and compound at defined concentration. Fluorescence intensity of NADPH (lamda=ex=360 nm, lamda=em=520 nm) is measured immediately after t-O-NAC addition (T0), and approximately 50 min later (T50) by a Fluostar Optima (BMG) so as to achieve ~30% of NADPH conversion.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638908";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"8600.0"
"CHEMBL3322721";"";"None";"398.47";"0";"3.46";"AEA19";"Cc1cc(C2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)C2)nc2ccccc12";"IC50";"'='";"242.0";"nM";"6.62";"";"";"UO_0000065";"16.60";"0.30";"3.16";"8.80";"0";"CHEMBL3365684";"Inhibition of Staphylococcus aureus FabI-mediated reduction of enoyl-ACP preincubated for 30 mins measured after 2 hrs by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3352330";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";"";"";"";"0.242"
"CHEMBL5906463";"";"None";"416.48";"0";"2.95";"BDBM316941";"COc1ccncc1C1=CC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)CC2C1";"IC50";"'='";"1290.0";"nM";"5.89";"";"619746";"UO_0000065";"14.14";"0.26";"2.94";"6.98";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1290.0"
"CHEMBL5897443";"";"None";"452.54";"0";"1.76";"BDBM316917";"O=C1CCc2cc(/C=C/C(=O)N3C[C@@H]4CN(S(=O)(=O)c5ccccc5)C[C@@H]4C3)cnc2N1";"IC50";"'='";"6760.0";"nM";"5.17";"";"619722";"UO_0000065";"11.42";"0.22";"3.41";"5.19";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"6760.0"
"CHEMBL5830797";"";"None";"347.37";"0";"2.48";"BDBM316918";"O=C1CCc2cc(/C=C/C(=O)N3CC4CC(F)(F)CC4C3)cnc2N1";"IC50";"'='";"4800.0";"nM";"5.32";"";"619723";"UO_0000065";"15.31";"0.29";"2.84";"8.54";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"4800.0"
"CHEMBL5938292";"";"None";"352.39";"0";"0.87";"BDBM316932";"NC(=O)C1=CC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)CC2C1";"IC50";"'='";"8310.0";"nM";"5.08";"";"619737";"UO_0000065";"14.42";"0.27";"4.21";"4.82";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"8310.0"
"CHEMBL3621753";"";"None";"266.68";"0";"3.23";"3";"COCc1cc(=O)c(Oc2ccc(Cl)cc2)co1";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"19.81";"0.40";"2.05";"10.86";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"5.2"
"CHEMBL3621748";"";"None";"376.24";"1";"5.06";"16t";"Cn1cc(Oc2c(Cl)cccc2Cl)c(=O)cc1COc1ccccc1";"IC50";"'='";"720.0";"nM";"6.14";"";"";"UO_0000065";"16.33";"0.34";"1.08";"15.18";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.72"
"CHEMBL3623429";"";"None";"377.48";"1";"5.64";"16n";"CCCCn1cc(Oc2ccc(C)cc2C)c(=O)cc1COc1ccccc1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"15.89";"0.29";"0.36";"14.83";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"1.0"
"CHEMBL3623414";"";"None";"349.17";"1";"5.50";"15t";"O=c1cc(/C=C/c2ccoc2)occ1Oc1c(Cl)cccc1Cl";"IC50";"'='";"4120.0";"nM";"5.38";"";"";"UO_0000065";"15.42";"0.32";"-0.11";"10.24";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"4.12"
"CHEMBL3623412";"";"None";"360.20";"1";"5.30";"15r";"O=c1cc(/C=C/c2cccnc2)occ1Oc1cccc(Cl)c1Cl";"IC50";"'='";"3440.0";"nM";"5.46";"";"";"UO_0000065";"15.17";"0.31";"0.16";"10.44";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"3.44"
"CHEMBL3623410";"";"None";"359.21";"1";"5.91";"15p";"O=c1cc(/C=C/c2ccccc2)occ1Oc1cccc(Cl)c1Cl";"IC50";"'='";"6730.0";"nM";"5.17";"";"";"UO_0000065";"14.40";"0.29";"-0.74";"13.11";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"6.73"
"CHEMBL3623403";"";"None";"304.77";"1";"5.21";"15h";"CCC/C=C/c1cc(=O)c(Oc2ccc(Cl)cc2C)co1";"IC50";"'='";"6440.0";"nM";"5.19";"";"";"UO_0000065";"17.03";"0.34";"-0.02";"13.16";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"6.44"
"CHEMBL431763";"";"None";"254.36";"0";"3.97";"26";"Cc1ccccc1Cn1cnc(-c2ccsc2)c1";"IC50";"'='";"36500.0";"nM";"4.44";"";"";"UO_0000065";"17.45";"0.34";"0.47";"24.90";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"36.5"
"CHEMBL320570";"";"None";"294.36";"0";"2.43";"12";"CN(Cc1cc2ccccc2n1C)C(=O)c1ccc(N)nc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL819485";"Concentration required for the 50% inhibition of enoyl-ACP reductase from Staphylococcus aureus was determined.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1135515";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"100.0"
"CHEMBL62542";"";"None";"255.35";"0";"3.24";"20";"Nc1ccc(Cn2cnc(-c3ccsc3)c2)cc1";"IC50";"'='";"2030.0";"nM";"5.69";"";"";"UO_0000065";"22.29";"0.43";"2.45";"12.98";"0";"CHEMBL677570";"Evaluated for inhibition of enoyl acyl carrier protein reductase (FabI) in Staphylococcus aureus.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1133895";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"2.03"
"CHEMBL3676402";"";"None";"309.38";"0";"3.85";"BDBM133665";"CC(C)(C)OC(=O)N1CCCC(COc2ccc(F)cc2)C1";"IC50";"'='";"1300.0";"nM";"5.89";"";"266523";"UO_0000065";"19.03";"0.37";"2.04";"15.18";"0";"CHEMBL3705478";"Fluorescence Based Assay: Compound inhibitory activity of FabI enzyme is measured in vitro by the IC5 so determination using a fluorescence based assay.The protein FabI from S. aureus is prepared and purified using standard methods for recombinant protein expression after cloning of the gene in a prokaryotic expression vector.The biochemical activity of the FabI enzyme is assessed using the following method.The assay buffer AB contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl.The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL.";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638382";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"1300.0"
"CHEMBL3322675";"";"None";"363.42";"0";"2.41";"BDBM133673";"O=C1CCc2cc(/C=C/C(=O)N3CC(OCc4ccccc4)C3)cnc2N1";"IC50";"'='";"50.0";"nM";"7.30";"";"266531";"UO_0000065";"20.09";"0.37";"4.89";"10.21";"0";"CHEMBL3705478";"Fluorescence Based Assay: Compound inhibitory activity of FabI enzyme is measured in vitro by the IC5 so determination using a fluorescence based assay.The protein FabI from S. aureus is prepared and purified using standard methods for recombinant protein expression after cloning of the gene in a prokaryotic expression vector.The biochemical activity of the FabI enzyme is assessed using the following method.The assay buffer AB contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl.The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL.";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638382";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"50.0"
"CHEMBL5943086";"";"None";"377.45";"0";"2.29";"BDBM316913";"O=C1CCc2cc(/C=C/C(=O)N3CC4CC(n5cccn5)CC4C3)cnc2N1";"IC50";"'='";"2750.0";"nM";"5.56";"";"619718";"UO_0000065";"14.73";"0.27";"3.27";"6.94";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"2750.0"
