"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3676413";"";"None";"406.45";"0";"1.62";"BDBM133677";"C/C(Cc1ncccn1)=N\OC1CN(C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)C1";"IC50";"'='";"870.0";"nM";"6.06";"";"305336";"UO_0000065";"14.91";"0.28";"4.44";"5.53";"1";"CHEMBL3705387";"Fluorescence Based Assay: The assay buffer 'AB' contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl. The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL. This reaction mixture is then composed of 2 nM FabI, 40 uM NADPH (Sigma, N7505), 10 uM NADP+(Sigma, N5755), 100 uM t-O-NAC and compound at defined concentration. Fluorescence intensity of NADPH (lamda=ex=360 nm, lamda=em=520 nm) is measured immediately after t-O-NAC addition (T0), and approximately 50 min later (T50) by a Fluostar Optima (BMG) so as to achieve ~30% of NADPH conversion.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638908";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"870.0"
"CHEMBL3623397";"";"None";"328.75";"1";"5.16";"15b";"Cc1cc(Cl)ccc1Oc1coc(/C=C/c2ccoc2)cc1=O";"IC50";"'='";"2450.0";"nM";"5.61";"";"";"UO_0000065";"17.07";"0.33";"0.45";"10.67";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"2.45"
"CHEMBL6065010";"";"None";"381.43";"0";"1.95";"BDBM316930";"CCOC(=O)C1=CC2CN(C(=O)/C=C/c3cnc4c(c3)CCC(=O)N4)CC2C1";"IC50";"'='";"1410.0";"nM";"5.85";"";"619735";"UO_0000065";"15.34";"0.29";"3.90";"6.60";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1410.0"
"CHEMBL5900854";"";"None";"407.50";"0";"2.70";"BDBM316933";"Cc1nnc(C2=CC3CN(C(=O)/C=C/c4cnc5c(c4)CCC(=O)N5)CC3C2)s1";"IC50";"'='";"1070.0";"nM";"5.97";"";"619738";"UO_0000065";"14.65";"0.28";"3.27";"6.78";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1070.0"
"CHEMBL5291446";"";"None";"400.48";"0";"2.70";"24";"O=C1CNCc2cc(/C=C/C(=O)N3C[C@H]4CC(c5ccccc5)=C[C@H]4C3)cnc2N1";"IC50";"'='";"0.37";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5231305";"Inhibition of Staphylococcus aureus FabI assessed as inhibition of bacterial growth by measuring the NADH consumption rate at 20 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5230110";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"0.37"
"CHEMBL5832860";"";"None";"389.46";"0";"3.30";"BDBM302046";"COc1ccccc1C1=CCN(C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)CC1";"IC50";"'='";"821.0";"nM";"6.09";"";"578203";"UO_0000065";"15.63";"0.29";"2.79";"8.51";"0";"CHEMBL5731701";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined A best-fit curve is fitted by a minimum of squares method. From this an IC50-value (expressed in μg/ml), resulting in 50% inhibition of enzymatic activity, was obtained.";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5725922";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"821.0"
"CHEMBL5898884";"";"None";"375.47";"0";"3.46";"BDBM302056";"O=C1CCc2cc(/C=C/C(=O)N3CCC(Cc4ccccc4)CC3)cnc2N1";"IC50";"'='";"825.0";"nM";"6.08";"";"578213";"UO_0000065";"16.20";"0.30";"2.62";"9.76";"0";"CHEMBL5731701";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined A best-fit curve is fitted by a minimum of squares method. From this an IC50-value (expressed in μg/ml), resulting in 50% inhibition of enzymatic activity, was obtained.";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5725922";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"825.0"
"CHEMBL44183";"";"None";"374.44";"0";"3.13";"21";"CN(Cc1cc2ccccc2n1C)C(=O)/C=C/c1cnc2c(c1)CCC(=O)N2";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"19.50";"0.36";"4.17";"10.86";"0";"CHEMBL677578";"Inhibitory activity against Enoyl-ACP reductase FabI in Staphylococcus aureus";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL1136775";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"0.05"
"CHEMBL5523656";"";"None";"364.45";"0";"1.98";"f11";"Cn1c(CCC(=O)NCCNC(=O)Cc2ccccc2)nc2ccccc21";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"";"";""
"CHEMBL5555874";"";"None";"344.42";"0";"3.59";"n8";"Cn1ccc2c(N3CC(c4nc5ccccc5n4C)CC3=O)cccc21";"IC50";"'='";"8331.5";"nM";"5.08";"";"";"UO_0000065";"14.75";"0.27";"1.49";"11.80";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"INHIBITOR";"";"8331.5"
"CHEMBL5556320";"";"None";"343.79";"0";"3.89";"n28";"Cn1c(C2CC(=O)N(c3cccc(Cl)c3F)C2)nc2ccccc21";"IC50";"'='";"578.5";"nM";"6.24";"";"";"UO_0000065";"18.14";"0.35";"2.35";"16.36";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"INHIBITOR";"";"578.5"
"CHEMBL5512560";"";"None";"339.83";"0";"4.06";"n32";"Cc1cccc(N2CC(c3nc4ccccc4n3C)CC2=O)c1Cl";"IC50";"'='";"1176.2";"nM";"5.93";"";"";"UO_0000065";"17.45";"0.34";"1.87";"15.55";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"INHIBITOR";"";"1176.2"
"CHEMBL3621747";"";"None";"362.21";"1";"5.05";"16s";"O=c1cc(COc2ccccc2)[nH]cc1Oc1c(Cl)cccc1Cl";"IC50";"'='";"4980.0";"nM";"5.30";"";"";"UO_0000065";"14.64";"0.30";"0.25";"10.33";"0";"CHEMBL3625533";"Inhibition of Staphylococcus aureus FabI assessed as reduction in inhibition of reduction of trans-2-octenoyl N-acetylcysteamine substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3621046";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"4.98"
"CHEMBL5269135";"";"None";"470.53";"0";"3.05";"23";"COc1cncc(C(=O)Nc2ccc(/C=C/C(=O)N3CC4C=C(c5ccnn5C)CC4C3)cn2)c1";"IC50";"'='";"0.31";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5231305";"Inhibition of Staphylococcus aureus FabI assessed as inhibition of bacterial growth by measuring the NADH consumption rate at 20 mins";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5230110";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.3333 hr";"INHIBITOR";"";"0.31"
"CHEMBL5981486";"";"None";"375.43";"0";"3.13";"BDBM316904";"O=C1CCc2cc(/C=C/C(=O)N3CC4C=C(c5ccco5)CC4C3)cnc2N1";"IC50";"'='";"1650.0";"nM";"5.78";"";"619709";"UO_0000065";"15.40";"0.28";"2.65";"7.67";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1650.0"
"CHEMBL5825504";"";"None";"395.49";"0";"2.03";"BDBM316909";"O=C1CCc2cc(/C=C/C(=O)N3C[C@@H]4CN(c5nccs5)C[C@@H]4C3)cnc2N1";"IC50";"'='";"1460.0";"nM";"5.84";"";"619714";"UO_0000065";"14.76";"0.28";"3.81";"7.44";"0";"CHEMBL5732078";"Enzyme Inhibition Assay: FabI enzyme inhibition assays were carried out in half-area, 384-well microtitre plates. Compounds were evaluated in 40-μl assay mixtures containing 100 mM NaADA, pH 6.5 (ADA=N-[2-acetamido]-2iminodiacetic acid), 250 μM crotonoyl-CoA, 625 μM NADH and 50 μg/ml S. aureus ATCC 29213 FabI. Inhibitors were typically varied over the range of 50 to 0.39 μM. The reaction mixtures were incubated for 30 minutes at room temperature and the reaction was stopped by adding 200 mM Tris buffer (pH 9.0) to create a pH-shift. The consumption of NADH was monitored by measuring the change in absorbance at 340. By comparing sample readings to those of negative (absence of compound) and positive (absence of enzyme) controls, the percent inhibition of enzymatic activity of the compounds was determined. A best-fit curve is fitted by a minimum of squares method.";"B";"BAO_0000357";"single protein format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5726112";"37";"BindingDB Patent Bioactivity Data";"";"2017";"None";"";"";"";"1460.0"
"CHEMBL3322705";"";"None";"257.29";"0";"1.21";"BDBM133657";"O=C1CCc2cc(/C=C/C(=O)N3CCC3)cnc2N1";"IC50";"'='";"11000.0";"nM";"4.96";"";"266515";"UO_0000065";"19.27";"0.36";"3.75";"7.96";"0";"CHEMBL3705478";"Fluorescence Based Assay: Compound inhibitory activity of FabI enzyme is measured in vitro by the IC5 so determination using a fluorescence based assay.The protein FabI from S. aureus is prepared and purified using standard methods for recombinant protein expression after cloning of the gene in a prokaryotic expression vector.The biochemical activity of the FabI enzyme is assessed using the following method.The assay buffer AB contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl.The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL.";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638382";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"11000.0"
"CHEMBL3676400";"";"None";"347.42";"0";"3.34";"BDBM133663";"O=C1CCc2cc(/C=C/C(=O)N3CCCC3c3ccccc3)cnc2N1";"IC50";"'='";"7100.0";"nM";"5.15";"";"266521";"UO_0000065";"14.82";"0.27";"1.81";"8.26";"0";"CHEMBL3705478";"Fluorescence Based Assay: Compound inhibitory activity of FabI enzyme is measured in vitro by the IC5 so determination using a fluorescence based assay.The protein FabI from S. aureus is prepared and purified using standard methods for recombinant protein expression after cloning of the gene in a prokaryotic expression vector.The biochemical activity of the FabI enzyme is assessed using the following method.The assay buffer AB contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl.The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL.";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638382";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"7100.0"
"CHEMBL3676403";"";"None";"363.42";"0";"2.66";"BDBM133666";"O=C1CCc2cc(/C=C/C(=O)N3CCC(Oc4ccccc4)C3)cnc2N1";"IC50";"'='";"120.0";"nM";"6.92";"";"266524";"UO_0000065";"19.04";"0.35";"4.26";"9.68";"0";"CHEMBL3705478";"Fluorescence Based Assay: Compound inhibitory activity of FabI enzyme is measured in vitro by the IC5 so determination using a fluorescence based assay.The protein FabI from S. aureus is prepared and purified using standard methods for recombinant protein expression after cloning of the gene in a prokaryotic expression vector.The biochemical activity of the FabI enzyme is assessed using the following method.The assay buffer AB contained 50 mM ADA (N-(2-acetamido)iminodiacetic acid monosodium salt) pH 6.5, 1 mM dithiothreitol, 0.006% Triton-X100 and 50 mM NaCl.The following components are added in a white polystyrene Costar plate (Ref 3912) up to a final volume of 55.5 uL: 1.5 uL DMSO or inhibitor dissolved in DMSO and 54 uL of a FabI/NADPH/NADP+ mixture in AB. After 60 min of pre-incubation at room temperature, the reaction is started by addition of 5 uL of trans-2-octenoyl N-acetylcysteamine thioester (t-o-NAC) to a final volume of 60.5 uL.";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL3638382";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"120.0"
"CHEMBL5517824";"";"None";"370.25";"0";"4.15";"m31";"Cc1c(Br)cccc1N1CC(c2nc3ccccc3[nH]2)CC1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"";"";""
"CHEMBL5556949";"";"None";"279.34";"0";"3.44";"f6";"Cc1cccc(NC(=O)c2nc3ccccc3n2C)c1C";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"";"";""
"CHEMBL5557692";"";"None";"293.37";"0";"2.82";"f14";"Cn1c(CCC(=O)NCc2ccccc2)nc2ccccc21";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"";"";""
"CHEMBL5556299";"";"None";"319.45";"0";"4.57";"j2";"Cc1cccc(N2CCC(c3nc4ccccc4n3C)CC2)c1C";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"";"";""
"CHEMBL5558160";"";"None";"400.28";"0";"3.86";"n19";"COc1ccc(N2CC(c3nc4ccccc4n3C)CC2=O)cc1Br";"IC50";"'='";"3017.5";"nM";"5.52";"";"";"UO_0000065";"13.79";"0.30";"1.66";"11.66";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"INHIBITOR";"";"3017.5"
"CHEMBL5523560";"";"None";"412.33";"1";"5.21";"o3";"Cc1c(Br)cccc1N1CC(c2nc3ccccc3n2C(C)C)CC1=O";"IC50";"'='";"1727.3";"nM";"5.76";"";"";"UO_0000065";"13.98";"0.30";"0.55";"15.11";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"INHIBITOR";"";"1727.3"
"CHEMBL5555476";"";"None";"350.42";"0";"2.35";"f5";"Cc1cccc(C(=O)NCCNC(=O)c2nc3ccccc3n2C)c1C";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL5503720";"Inhibition of N-terminal his 6 tagged Staphylococcus aureus Fabi (1 to 771 residues) expressed in Escherichia coli BL21 incubated for 30 mins in presence of NADPH by fluorescence based microplate reader analysis";"B";"BAO_0000019";"assay format";"Staphylococcus aureus";"None";"None";"None";"None";"";"";"";"CHEMBL3994";"Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI";"Staphylococcus aureus";"SINGLE PROTEIN";"CHEMBL5500393";"1";"Scientific Literature";"J Med Chem";"2024";"None";"TIME = 0.5 hr";"";"";""
