Smiles,pChEMBL_Fisico,pChEMBL_MACCS,Media_Predicciones,Violaciones_Lipinski,Scaffold
CO[C@]12C[C@@]3(O)[C@@H](SC)C=C[C@H](OC(C)=O)[C@H]3N1C(=O)[C@](CO)(SC)N(C)C2=O,6.245263333333337,6.082863505291004,6.164063419312171,0,O=C1NCC(=O)N2C1CC1CC=CCC12
CC(C)=CCC[C@@]1(C)O[C@@H]1CC/C(C)=C/COC[C@H]1O[C@@H](N2CCC(=O)NC2=O)[C@H](O)[C@@H]1O,6.081527777777778,6.244070416666664,6.162799097222221,0,O=C1CCN(C2CCC(COCC=CCCC3CO3)O2)C(=O)N1
Cn1c[n+](C)c(Cc2nc(C(=O)O)cc3c2[nH]c2ccc(O)cc23)c1[S+](C)[O-],6.31877444444445,6.005165466269842,6.161969955357145,0,c1ccc2c(c1)[nH]c1c(Cc3c[nH]c[nH+]3)nccc12
CN1C(=O)/C(=N/c2nc(Cc3ccc4c(c3)OCO4)c(Cc3ccc4c(c3)OCO4)n2C)N(C)C1=O,6.153935555555556,6.1667687962962985,6.160352175925928,0,O=C1NC(=O)C(=Nc2nc(Cc3ccc4c(c3)OCO4)c(Cc3ccc4c(c3)OCO4)[nH]2)N1
COC1=C(Br)C[C@]2(OC=C1Br)ON=C(C(=O)NCCCOc1c(Br)cc(C3CNC(=O)O3)cc1Br)[C@@H]2O,6.299617777777781,6.020820105820105,6.160218941798943,1,O=C1NCC(c2ccc(OCCCNC(=O)C3=NOC4(CC=CC=CO4)C3)cc2)O1
CC(C)C[C@H](NC(=O)[C@@H](O)[C@@H](O)[C@@H]1CC(=O)OC(C)(O)[C@H](C)N1)[C@@H]1Cc2cccc(O)c2C(=O)O1,6.110916666666669,6.208091319444444,6.159503993055557,1,O=C(CCC1CC(=O)OCCN1)NCC1Cc2ccccc2C(=O)O1
C=CC(C)(C)OC(C)[C@@H]1NC(=O)[C@H](C(C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)CC)NC(=O)[C@H](C(C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)CC)NC1=O,6.279696666666667,6.038715218253965,6.159205942460316,1,O=C1CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CN1
C=CC(C)(C)OC(C)[C@@H]1NC(=O)[C@H]2CSC(=N2)[C@H](CC(C)C)NC(=O)[C@H](C(C)OC(C)(C)C=C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)NC1=O,6.22187777777778,6.096121626984123,6.158999702380951,1,O=C1CNC(=O)C2CSC(=N2)CNC(=O)CNC(=O)C2CCCN2C(=O)CN1
CC(C)C(=O)CO[C@]12C=CC=COC1=NC1=C(C(C)C)NC(=O)[C@H](Cc3ccccc3)N1C2=O,6.138822222222219,6.176088829365081,6.157455525793649,0,O=C1NC=C2N=C3OC=CC=CC3C(=O)N2C1Cc1ccccc1
CC(C)=CC[C@@]12CCN(C)[C@@H]1Nc1c(Br)cc3cc(C(C)(C)O)oc3c12,6.102368888888891,6.211484522907649,6.15692670589827,1,c1cc2ccc3c(c2o1)C1CCNC1N3
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)C(C)(C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2[C@@H](C)CCN2C1=O,6.239179999999999,6.073815287698412,6.156497643849205,1,O=C1CNC(=O)C2CCCN2C(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CN1
C/C1=C\[C@@H](C(C)(C)C)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)CC1,6.2383633333333375,6.074396455026452,6.156379894179895,1,O=C1CNC(=O)CNC(=O)C2CCCN2C(=O)CCCC=CCOC(=O)CNC(=O)CN1
CC(=O)N[C@@H]1[C@H](O[C@H]2C[C@H]([C@H](C)CCC[C@@H](C)COC(C)=O)[C@@]3(C)CCC4[C@@H](C=C[C@H]5C[C@@H](O)CC[C@]45C)C23)O[C@@H](CO)[C@H](O)[C@H]1O,6.231011111111108,6.079946666666663,6.155478888888885,1,C1=CC2C(CCC3CCC(OC4CCCCO4)C32)C2CCCCC12
OCc1cc(OCc2cc(O)ccc2O)cc(Cl)c1O,6.086872222222224,6.2231556186868735,6.155013920454548,0,c1ccc(COc2ccccc2)cc1
C#CCCC[C@H]1OC(=O)CNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H](C)NC(=O)[C@H](C)OC(=O)C1(C)C,6.2407411111111095,6.068364540343914,6.154552825727512,1,O=C1CNC(=O)COC(=O)CCOC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CN1
C=C1[C@@H](C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@@]2(C(=O)OC)[C@@H](/C=C/C[C@H](C)C(=O)C(C)(O)CC=O)[C@@H]1O,6.254205555555559,6.0540989132395335,6.1541522343975466,1,C=C1CCC2C(=O)NC(Cc3ccccc3)C2C1
CC(C)C[C@@H]1OC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,6.210659999999997,6.0963360482804205,6.153498024140209,1,O=C1CNC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CO1
COc1cccc(C(=O)c2cc(O)cc(C)c2O)c1O,6.132974444444441,6.173461690115439,6.153218067279941,0,O=C(c1ccccc1)c1ccccc1
CC1=CC(=O)[C@@H]2[C@@H](C1)[C@]1(C)C=C3N(C[C@@H]4C[C@H](C)C(=O)O4)C(=O)CC[C@@]3(C)[C@]3(COC(=O)C3)[C@H]1C(=O)[C@@H]2C,6.216477777777782,6.08942520923521,6.152951493506496,1,O=C1CC2(CO1)C1CCC(=O)N(CC3CCC(=O)O3)C1=CC1C3CC=CC(=O)C3CC(=O)C12
CC[C@H](C)[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)c2csc(n2)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2N=C1O[C@@H]2C,6.237835555555555,6.066864295634918,6.152349925595237,1,O=C1NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NCC2=NC(CO2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2c2nc1cs2
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)c(Cl)c1,6.195928888888895,6.10747289357864,6.151700891233768,1,c1ccc(C[NH2+]CCOCCOc2ccccc2)cc1
CCCCCCCC(C)CC(C/C=C/CCC(=O)NC(COC)C(O)[C@H]1C(=O)C(C)(C)[C@@H](O)[C@@H](C)[C@H]1O)OC,6.049861111111115,6.252198055555551,6.151029583333333,1,O=C1CCCCC1
C=CC(C)(C)[C@]1(C[C@@H]2NC(=O)[C@]3(OCC)CCCN3C2=O)C(=O)Nc2c1ccc1c2C=CC(C)(C)O1,6.170350000000001,6.131367003968254,6.150858501984128,0,O=C1Nc2c(ccc3c2C=CCO3)C1CC1NC(=O)C2CCCN2C1=O
CC(C)C[C@@H]1OC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,6.204113333333331,6.0963360482804205,6.150224690806876,1,O=C1CNC(=O)C2CCCN2C(=O)COC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)N1
CN1c2ccccc2[C@@]23C[C@H]4C(=O)N5[C@H]6N(C[C@@]7(C)O[C@@H]7C2)c2ccccc2[C@@]6(C)C[C@H]5C(=O)N4[C@H]13,6.156699444444442,6.140838045334299,6.14876874488937,0,O=C1C2CC34CC5OC5CN5c6ccccc6C6CC(C(=O)N2C3Nc2ccccc24)N1C65
COC(=O)NCCc1cc(Br)c(OC[C@@H]2CNC(=O)O2)c(Br)c1,6.167539999999999,6.128934797378548,6.1482373986892735,0,O=C1NCC(COc2ccccc2)O1
COc1cc2c(c(O)c1COCc1c(OC)cc3c(c1O)C(=O)OCC3)C(=O)OCC2,6.214826666666668,6.081513239898991,6.14816995328283,0,O=C1OCCc2ccc(COCc3ccc4c(c3)C(=O)OCC4)cc21
CCCCCC[C@@H](C)/C=C(C)/C=C/C(=O)N[C@H]1C[C@]2(O)C=C(Cl)C(=O)[C@](Cl)([C@@H]1O)[C@H]2OC,6.11444888888889,6.180367579365075,6.147408234126983,0,O=C1C=CC2CCCC1C2
COc1c(O)cc2c(c1O)C(=O)C[C@H](O)[C@H]2O,6.213596666666663,6.080732630591632,6.147164648629147,0,O=C1CCCc2ccccc21
CCC(C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,6.194422222222224,6.099463720238097,6.14694297123016,1,O=C1NCC(=O)N2CCCC2C(=O)NCC(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC1Cc1c[nH]c2ccccc12
CCCCCC[C@@H](C)/C=C(C)/C=C/C(=O)N[C@H]1C[C@@]2(O)C=C(Cl)C(=O)[C@@H](Cl)[C@H]2O[C@@H]1OC,6.150523333333338,6.141210308441555,6.145866820887447,0,O=C1C=CC2CCCOC2C1
C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](c2c(O)[nH]c3ccccc3c2=O)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,6.056648888888893,6.234533988095236,6.1455914384920645,1,O=C1CCC=CCCCOC(=O)CC(c2ccccc2)NC(=O)C(c2c[nH]c3ccccc3c2=O)NC(=O)CN1
COc1c(-c2ccc(O)cc2)cc(O)c(-c2ccc(O)c(O)c2)c1O,6.202459999999997,6.088655705988457,6.1455578529942265,0,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
COc1cc(O)c2c(c1O)C(=O)c1cc(C)c(O)cc1C2=O,6.232568888888893,6.057807880591631,6.145188384740262,0,O=C1c2ccccc2C(=O)c2ccccc21
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H]1O[C@](C)(O)[C@H](C)N[C@H]1CC(=O)O)[C@@H]1Cc2cccc(O)c2C(=O)O1,6.079652222222222,6.208091319444444,6.143871770833333,1,O=C(CC1CNCCO1)NCC1Cc2ccccc2C(=O)O1
C/C(=C\C(=O)OCCCCCCCC(=O)Nc1c2sscc-2[nH]c1=O)C[C@@H]1OC[C@H](C/C=C/[C@@H](C)[C@H](C)O)C(=O)[C@H]1O,6.057372222222225,6.2302652777777805,6.143818750000003,1,O=C1CCOC(CC=CC(=O)OCCCCCCCC(=O)Nc2c3sscc-3[nH]c2=O)C1
C[C@@H]1C[C@]23C[C@H]4C(C)(C)[C@@]5(C[C@@]4(CN2C1=O)N(C)C3=O)C(=O)Nc1c5ccc2c1C(=O)CC(C)(C)O2,6.014680000000007,6.272651762566139,6.143665881283074,0,O=C1CCOc2ccc3c(c21)NC(=O)C31CC2CC34CCC(=O)N3CC2(C1)NC4=O
CCC[C@H](O)C[C@@H]1CC[C@H](C)CCCCC(=O)N(C)[C@@H](Cc2ccc(OCC(O)C(C)(C)O)cc2)C(=O)O1,6.111555555555556,6.1744564235209225,6.143005989538239,1,O=C1CCCCCCCCOC(=O)C(Cc2ccccc2)N1
C[C@H]1CN2C[C@]34Cc5c([nH]c6c7c(ccc56)OC(C)(C)CC7=O)C(C)(C)[C@@H]3C[C@@]2(C1)C(=O)N4,6.017877777777783,6.263054196428572,6.140465987103177,0,O=C1CCOc2ccc3c4c([nH]c3c21)CC1CC23CCCN2CC1(C4)NC3=O
C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](CC(=O)c2ccccc2N)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,6.199630000000004,6.080998888888883,6.140314444444443,1,O=C1CCC=CCCCOC(=O)CC(c2ccccc2)NC(=O)C(CC(=O)c2ccccc2)NC(=O)CN1
CC[C@H]1[C@@H]2C=C[C@@H]3[C@H]4C/C=C\C(=O)NCCC[C@H]5C(O)=C(C(=O)/C=C/[C@@H]4C[C@@H]3[C@H]2C[C@H]1C)C(=O)N5C,6.0475466666666655,6.230866051587298,6.139206359126982,0,O=C1C=CCC2C(C=CC(=O)C3=CC(CCCN1)NC3=O)CC1C2C=CC2CCCC21
CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@H](N(C)C(=O)CN)[C@@H](OC)C[C@@H]2N)O1,6.099285555555554,6.17908912698412,6.139187341269837,0,C1CCC(OC2CCCCO2)CC1
CCCCCC[C@@H](C)/C=C(C)/C=C/C(=O)N[C@H]1C[C@]2(O)[C@@H](OC)[C@H](Cl)C(=O)[C@H](Cl)[C@@H]2O[C@H]1OC,6.137078888888891,6.141210308441555,6.139144598665223,1,O=C1CCC2CCCOC2C1
CCCCCCC[C@@H](C/C=C/CCC(=O)NC/C(=C/Cl)[C@]12O[C@H]1[C@H](OC(C)=O)CCC2=O)OC,6.242113333333335,6.033863869047614,6.137988601190474,0,O=C1CCCC2OC12
COc1ccc2c3c4n(c2c1)[C@@H](C=C(C)C)OOC(C)(C)[C@@H](O)[C@@H]4N1C(=O)[C@@H]2CCCN2C(=O)[C@]1(O)[C@H]3OCC=C(C)C,6.1646888888888896,6.110294433020685,6.137491660954787,1,O=C1C2Cc3c4n(c5ccccc35)COOCCC4N2C(=O)C2CCCN12
CCC(C)[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC1=O,6.10551333333334,6.167555291666663,6.136534312500001,1,O=C1CNC(=O)CNC(=O)CNC(=O)CN1
CCOC(C)NC(=O)C[C@]1(O)C=C(Br)[C@@](OC)(OCC)C(Br)=C1,6.138493333333333,6.1330979761904745,6.135795654761903,0,C1=CCC=CC1
COC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(C)=O)[C@@H]2OCC(O2)[C@H]1OC(=O)CCCCCCCCCCCC(C)C,6.213372222222225,6.057851559644059,6.135611890933142,1,C1CC2COC(C1)O2
CCC(=O)C1=C2C3=CN(CCOCCO)C(/C=C/[C@@H](C)CC)=CC3=C(Cl)C(=O)[C@@]2(C)OC1=O,6.14938333333333,6.120818095238092,6.135100714285711,0,O=C1C=C2C3=CNC=CC3=CC(=O)C2O1
COC(=O)[C@@H](C)CC(=O)NC(=O)c1cn([C@@H](Cc2ccccc2)c2cc(OC)cc(=O)o2)c(Cc2ccccc2)cc1=O,6.053277777777778,6.216156007395381,6.13471689258658,1,O=c1ccn(C(Cc2ccccc2)c2cccc(=O)o2)c(Cc2ccccc2)c1
CN1C(=O)[C@@H]2CCC[N@+]2(C)[C@H]1Cc1c(Br)n(C)c2c(Br)c(Br)ccc12,6.051654523809523,6.215860059523808,6.133757291666665,1,O=C1NC(Cc2c[nH]c3ccccc23)[NH+]2CCCC12
C/C=C(\C)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](C)/C=C(C)/C=C/C/C(C)=C/Cc1nc(OC)cc(O)c1C,6.084544444444447,6.181827086940833,6.13318576569264,1,C(C=CCCOC1CCCCO1)=CCC=CCc1ccccn1
CC(=O)N[C@H]1[C@H](OC[C@]23CCC(=O)C=C2CC[C@@H]2[C@@H]3CC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)O[C@H](CO)[C@@H](O)[C@@H]1O,6.252077777777776,6.011886051587299,6.131981914682537,1,O=C1C=C2CCC3C4CCCC4CCC3C2(COC2CCCCO2)CC1
CC(=O)[C@]12S[C@@]3(C[C@]4(n5cc(C[C@@]67NCCN[C@@](Cl)(C(=O)N6C)N(C)C7=O)c6ccccc65)c5ccccc5N[C@@H]4N3C1=O)C(=O)N2C,6.174382777777782,6.0891051587301614,6.131743968253971,1,O=C1NC2(Cc3cn(C45CC67SC(NC6=O)C(=O)N7C4Nc4ccccc45)c4ccccc34)NCCNC1NC2=O
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC1=O,6.253999999999998,6.008768902777779,6.131384451388888,1,O=C1CNC(=O)C2CCCN2C(=O)C2CCCN2C(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,6.253999999999998,6.008768902777779,6.131384451388888,1,O=C1NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NCC(=O)N2CCCC12
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)OC1=O,6.164163333333332,6.098532871031742,6.131348102182537,1,O=C1CNC(=O)COC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CN1
C[N+](C)(C)CC(c1c(O)c(O)c2nccc3c2c1C=CN3)c1c[nH]c2cc(Br)ccc12,6.013795555555561,6.2472156150793685,6.130505585317465,1,C1=Cc2c(Cc3c[nH]c4ccccc34)ccc3nccc(c23)N1
CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H]2CCC(=O)N2)CSSC[C@@H](C(=O)N2CCC[C@H]2C(N)=O)NC1=O,6.211463333333331,6.0489742031024525,6.130218768217892,1,O=C1CCC(C(=O)NC2CSSCC(C(=O)N3CCCC3)NC(=O)CNC(=O)C3CCCN3C(=O)C3CCCN3C2=O)N1
COC1=C(CO)O[C@@H]2C[C@@]1(OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,6.136875000000005,6.121878015873015,6.1293765079365095,0,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1C=COC3C1
CSc1c(CCNC(=O)c2cc(Br)c(O)c(Br)c2)[n+](C)cn1C,6.2545188888888905,6.002642152777779,6.128580520833335,0,O=C(NCCc1c[nH]c[nH+]1)c1ccccc1
COc1c(O)c2c(c(O)c1CO)C(=O)OCC2,6.128067777777782,6.128565094155847,6.128316435966815,0,O=C1OCCc2ccccc21
C/C(=C\Cn1cnc2c1c(=O)nc(C)n2C)CC[C@@]1(C)[C@H](C)CC[C@]2(O)[C@@H]1CCCC2(C)C,6.062385555555551,6.193318214285713,6.1278518849206325,1,O=c1nc[nH]c2ncn(CC=CCCC3CCCC4CCCCC34)c12
Cn1cc(Br)cc1C(=O)OCC[n+]1cccc(C(=O)[O-])c1,6.127322222222221,6.127148306277056,6.127235264249639,0,O=C(OCC[n+]1ccccc1)c1ccc[nH]1
CC1=CC(=O)[C@@H]2[C@@H](C1)[C@]13CO[C@@]4(C1=O)N1C[C@@H]5O[C@@]1(CC[C@@]4(C)[C@]1(COC(=O)C1)[C@H]3C(=O)[C@@H]2C)C[C@@H](C)[C@H]5O,6.1704944444444445,6.0823147420634935,6.1264045932539695,1,O=C1CC2(CO1)C1C(=O)CC3C(=O)C=CCC3C13COC1(C3=O)C2CCC23CCCC(CN21)O3
COc1ccc(CCC(=O)C[C@@H]2CCC[C@H](CC(=O)CCc3ccc(O)cc3)N2)cc1,6.163408333333334,6.089223978174602,6.126316155753968,0,O=C(CCc1ccccc1)CC1CCCC(CC(=O)CCc2ccccc2)N1
COc1c(Br)cc(/C=C/C(=O)NCCc2c[nH]c(N)n2)cc1Br.O=C(O)C(F)(F)F,6.1376166666666645,6.114383855820105,6.126000261243385,1,O=C(C=Cc1ccccc1)NCCc1c[nH]cn1
CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)/C=C\c2ccc(O)cc2)[C@@H](C)OC(=O)[C@@H](C)CNC(=O)[C@@H](C)NC1=O,6.163677777777775,6.088280269841267,6.125979023809521,1,O=C(C=Cc1ccccc1)NC1COC(=O)CCNC(=O)CNC(=O)CNC1=O
CCO[C@H]1c2cc3c(nc2[C@@]2(C)OC(=O)C[C@H]2C1(C)C)CC[C@]1(C)C3=CC(=O)O[C@H]1c1ccoc1,6.1786333333333365,6.071360348124101,6.124996840728719,1,O=C1C=C2c3cc4c(nc3CCC2C(c2ccoc2)O1)C1OC(=O)CC1CC4
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,6.239333333333333,6.008768902777779,6.124051118055556,1,O=C1CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C1=O,6.239333333333333,6.008768902777779,6.124051118055556,1,O=C1NCC(=O)N2CCCC2C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)NCC(=O)N2CCCC2C(=O)NC1Cc1ccccc1
COCc1c(O)cc(C)c2c1Oc1c(C)cc(O)c(C)c1OC2=O,6.173170000000001,6.074207555555553,6.123688777777777,0,O=C1Oc2ccccc2Oc2ccccc21
CO[C@@H](CC[C@H](C)C1O[C@@]23C[C@H](OC(=O)C[C@H](CO)OC(=O)C[C@](O)(O2)[C@H](C)CC3(C)C)[C@@H]1C)c1cc(O)ccc1Br,6.208905555555555,6.037045685425685,6.12297562049062,1,O=C1CC2CCCC3(CC(CC(CCCCc4ccccc4)O3)OC(=O)CCO1)O2
CC(C)[C@@H]1C[C@H](O)[C@H](C)C[C@H](C)C[C@H](C)C(=O)NCC(=O)N(C)[C@H](Cc2ccc(O)c(I)c2)C(=O)O1,6.182795555555558,6.062020378246752,6.122407966901155,1,O=C1CCCCCCCCOC(=O)C(Cc2ccccc2)NC(=O)CN1
CN(C)CCc1cn(C(c2ccc(O)c(O)c2)C2Oc3ccc(/C=C/OS(=O)(=O)[O-])cc3O2)cn1.[Na+],6.073488888888886,6.170854698172198,6.122171793530542,1,c1ccc(C(C2Oc3ccccc3O2)n2ccnc2)cc1
CC(=O)N[C@H](Cc1ccc(OC(=O)c2c[nH]c3cc(Br)c(O)cc23)cc1)C(=O)O,6.072461111111108,6.170423829365083,6.121442470238096,0,O=C(Oc1ccccc1)c1c[nH]c2ccccc12
COc1cccc2c1c(CC(N)=O)cn2[C@H]1O[C@H](C(N)=O)C[C@H](O)[C@@H]1O,6.134316666666668,6.106658478835979,6.120487572751324,0,c1ccc2c(c1)ccn2C1CCCCO1
C[C@H]1CC=C[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)NC(=O)[C@]32OC(=O)C=C[C@@](C)(O)C1=O,6.197471111111113,6.0432550760582,6.120363093584657,0,O=C1CC=CC(=O)OC23C(=O)NC(Cc4ccccc4)C2CC2OC2C3C=CCC1
CC[C@@H]1CCC[C@H](C)CC[C@@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@H](NC(C)=O)[C@H]2O)[C@H](CC)CCCNC1=O,6.064105555555556,6.175862896825392,6.119984226190474,0,O=C1CCCCCCCC(OC2CCCCO2)CCCCN1
C[N+](C)([O-])CCc1c2c(c3nccc4c3c1Nc1ccccc1-4)NC(=O)CS2,6.022352777777782,6.217074176587298,6.11971347718254,0,O=C1CSc2cc3c4c(ccnc4c2N1)-c1ccccc1N3
[C-]#[N+][C@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)CN4C[C@H](OC)C4=O)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32,6.0442777777777765,6.194849316378063,6.11956354707792,0,C=C1CCC2CCCC3CCC(CCNC(=O)CN4CCC4=O)C1C23
CC(C)C[C@H](NC(=O)C[C@@H](O)[C@@H](O)[C@H]1CCC(=O)N1)[C@@H]1Cc2cccc(O)c2C(=O)O1,6.045327777777777,6.192626954365078,6.118977366071428,0,O=C(CCCC1CCC(=O)N1)NCC1Cc2ccccc2C(=O)O1
C[C@H]1C[C@@H]2CN3[C@](CC[C@@]4(C)C5(C)CC(=O)O[C@@]34C[C@@]34C[C@@H]6C(=O)[C@H]([C@H]3C[C@H]6CO)[C@@H](C)C(=O)[C@H]54)(C1)O2,6.02468333333333,6.212216856060604,6.118450094696968,1,O=C1CC2C3C(=O)CC4C(=O)C5CCC4C3(C5)CC3(O1)C2CCC12CCCC(CN13)O2
NC1=NC(=N\CCOS(=O)(=O)O)/C(=C/CCNC(=O)c2cc(Br)c(Br)[nH]2)N1,6.168324444444445,6.067563522727276,6.11794398358586,1,N=C1N=CNC1=CCCNC(=O)c1ccc[nH]1
C=CC(C)(C)[C@]12Nc3ccccc3[C@@]1(OC(C)=O)C[C@H]1C(=O)O[C@@H](Cc3ccccc3)C(=O)N12,6.190475,6.044140840007218,6.11730792000361,0,O=C1OC(Cc2ccccc2)C(=O)N2C1CC1c3ccccc3NC12
C[S@@+]([O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(=O)c1c[nH]c2cc(Br)c(O)cc12,6.137802222222219,6.096480876322748,6.117141549272484,1,O=C(OC1COC(n2cnc3cncnc32)C1)c1c[nH]c2ccccc12
CC[C@@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)c2csc(n2)[C@H]([C@H](C)CC)NC(=O)[C@@H]2CCCN2C1=O,6.209141111111109,6.024663224206352,6.11690216765873,1,O=C1CNC(=O)c2csc(n2)CNC(=O)C2CCCN2C(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N1
CO[C@@H]1C2=C(C(=O)C3=C(C2=O)S(=O)(=O)CCN3)C(C)(C)[C@@H]2CC[C@@](C)(OC)[C@@H]12,6.2281555555555554,6.004261587301587,6.116208571428571,0,O=C1C2=C(CC3CCCC3C2)C(=O)C2=C1NCCS2(=O)=O
CCCCCC[C@@H](C)/C=C(C)/C=C/C(=O)N[C@H]1C[C@]2(C=C(Cl)C(=O)[C@H](Cl)[C@H]2O)O[C@H]1OC,6.150523333333338,6.08181387566137,6.116168604497354,0,O=C1C=CC2(CCCO2)CC1
