Smiles,pChEMBL_Fisico,pChEMBL_MACCS,Media_Predicciones
C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC(=O)CC1,6.387994444444443,6.324282962962956,6.356138703703699
CC(C)C[C@@H]1C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)[C@@H](C)C(=O)O[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](Cc2ccccc2)C2=N[C@@H](CS2)C(=O)N[C@H](C)C2=N[C@@H](CS2)C(=O)N1C,6.493494444444444,6.2184918743987465,6.355993159421596
NCCCCNC(=O)/C(Cc1cc(Br)c(OCCCNC(=O)/C(Cc2ccc(O)c(Br)c2)=N/O)c(Br)c1)=N/O,6.4904299999999955,6.220893373015874,6.3556616865079345
COCC(=O)N[C@@H](C(=O)N1NCCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)N[C@H]1CNC(=O)NC1=O)[C@H](O)C(C)C,6.200955555555558,6.510161150793651,6.3555583531746045
CC[C@@H](C)[C@H]1NC(=O)CCNC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H](CC(C)C)NC(=O)CCNC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)COC)C(C)C)[C@@H](C)OC(=O)[C@@H]([C@@H](C)CC)N(C)C(=O)[C@@H](CC(C)C)NC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C1=O,6.342661111111111,6.366780218253967,6.354720664682539
CC[C@H](C)[C@H]1C(=O)NCCC(=O)N[C@H]([C@@H](C)CC)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)NCCC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H]([C@@H](C)CC)C(=O)O[C@H](C)[C@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)COC)C(C)C)C(=O)N(C)CCC(=O)N[C@H](CC(C)C)C(=O)N1C,6.342661111111111,6.366780218253967,6.354720664682539
CCC(C)[C@H]1C(=O)NCCC(=O)N[C@H](C(C)CC)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C)C(=O)NCCC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)CC)C(=O)O[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)COC)C(C)C)C(=O)NCCC(=O)N[C@H](CC(C)C)C(=O)N1C,6.342661111111111,6.366780218253967,6.354720664682539
Oc1cc(Br)c(COCc2c(Br)c(O)c(O)c(Br)c2Br)c(Br)c1O,6.262970000000003,6.446449626623382,6.354709813311692
CCC(C)[C@H]1C(=O)NCCC(=O)N[C@H](C(C)CC)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)NCCC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)O[C@@H](C)[C@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)COC)C(C)C)C(=O)NCCC(=O)N[C@H](CC(C)C)C(=O)N1C,6.342366666666666,6.366780218253967,6.354573442460317
CCC(=O)N[C@@H](CO)COc1ccc([C@H](CNC(=O)[C@@H](O)CCC[C@H](O)[C@H]2O[C@H]2CCCCCCC[C@H](O)CCCCCCCCCCCCOC[C@@H](N)CO)OC(C)=O)cc1,6.43162222222222,6.27742540800866,6.35452381511544
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(CCNC=O)cc1Br)=NO2,6.539829999999998,6.169133300264548,6.354481650132273
CC[C@H](C)C1OC(=O)[C@@H](C)[C@@H](CC)NC(=O)[C@H](C)NC(=O)C(C)(C)C(=O)C(C)NC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)CNC(=O)[C@H](C(C)C(C)C)N(C)C(=O)CNC1=O,6.480555555555554,6.226416319444442,6.353485937499999
CCCCCC/C=C\CC(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CO)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H]1/C=C/C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)OC1)C(C)C)C(C)C,6.330072222222222,6.376606230158729,6.353339226190476
CC[C@H](C)[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)N(C)[C@@H](C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](Cc2ccc(OC)cc2)C(=O)N[C@@H](C)C(=O)N1C,6.511527777777777,6.194940505952384,6.35323414186508
CC[C@H](C)[C@H]1C(=O)NCCC(=O)N[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C)C(=O)NCCC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)O[C@H](C)[C@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)COC)C(C)C)C(=O)NCCC(=O)N[C@H](CC(C)C)C(=O)N1C,6.339566666666666,6.366780218253967,6.353173442460317
COC(=O)c1ccccc1NC(=O)[C@H](CC[S+](C)[O-])NC(=O)c1cnc2c(n1)c(=O)n(C)c(=O)n2C,6.155872222222227,6.549143253968257,6.352507738095242
CCCCCCCCCCC/C=C/[C@@H](O)[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@H](O[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO[C@]4(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO)[C@H]([C@H](O)[C@H](O)COC)O4)[C@H]([C@H](O)[C@H](O)COC)O3)[C@H]([C@H](O)[C@H](O)COC)O2)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,6.16873888888889,6.535766706349201,6.3522527976190455
CCCCCCCCCCC/C=C/[C@@H](O)[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@H](O[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO[C@]4(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO)[C@H]([C@H](O)[C@H](O)COC)O4)[C@H]([C@H](O)[C@H](O)COC)O3)[C@H]([C@H](O)[C@H](O)COC)O2)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCCCCCCC,6.16873888888889,6.535766706349201,6.3522527976190455
CCCCCCCCCCC/C=C/[C@@H](O)[C@H](COP(=O)(O)O[C@H]1[C@H](O)[C@H](O[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO[C@]4(C(=O)O)C[C@H](O)[C@@H](NC(=O)CO)[C@H]([C@H](O)[C@H](O)COC)O4)[C@H]([C@H](O)[C@H](O)COC)O3)[C@H]([C@H](O)[C@H](O)COC)O2)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCCCCCCC,6.16873888888889,6.535766706349201,6.3522527976190455
CCC[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H]1C,6.332329999999999,6.371551934523805,6.351940967261902
CCC[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC[S+](C)[O-])NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@@H]1C,6.332329999999999,6.371551934523805,6.351940967261902
CCCC(=O)N[C@@H](CC(C)C)[C@@H](CC(=O)OC[C@@H](O)c1nc(C(=O)O[C@@H](CCCC(C)(Cl)Cl)[C@H](C)C(=O)O[C@H](c2nc(C(=O)OC)cs2)C(C)(C)O)cs1)OC(C)=O,6.313094444444446,6.390735138888885,6.351914791666665
NCCC(O)CNC(=O)/C(Cc1cc(Br)c(OCCCNC(=O)/C(Cc2ccc(O)c(Br)c2)=N/O)c(Br)c1)=N/O,6.482057777777772,6.220893373015874,6.351475575396823
CCCCCCCC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C[C@H](C)C[C@@H](O)CC(=O)CC)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](C)CN(C)CCO)C(C)C)C(C)CC,6.547388888888889,6.154711944444444,6.351050416666666
C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)c(O)c2)NC(=O)[C@@H](Cc2c(Br)[nH]c3ccccc23)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,6.39163888888889,6.31023764550264,6.350938267195765
CCCCCC/C=C\CC(=O)N[C@@H](Cc1ccc(O)cc1)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H]1/C=C/C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)OC1)C(C)C,6.324255555555555,6.376606230158729,6.350430892857142
CSCCC(NC(=S)C(NC(=O)C(C)=O)C(C)C)C(=S)NC(C)C(=O)NC(C)C(=S)NC(C)C(=S)NC(C)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NC(C(O)c2cn(C)c[n+]2C)C(=O)N/C=C\SC1C,6.326322222222223,6.3731462896825395,6.349734255952381
CO[C@H](c1ccc(O)cc1)[C@H]1NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](O)[C@H](O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)NC(=O)[C@H](C)[C@H](O)[C@H](C)CC(C)C)[C@@H](C)CC(N)=O)[C@@H](C)OC(=O)[C@@H]2CCCCN2C1=O,6.395055555555555,6.303933432539677,6.349494494047615
CC(C)C[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCc2ccc(O)cc2)NC(=O)[C@H](O)CO)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)c(Br)c2)N(C)C(=O)[C@H]([C@H](C)O)N2C(=O)[C@H](CC[C@H]2O)NC1=O,6.337277777777776,6.360966547619046,6.349122162698411
C/C=C1\NC(=O)C(C(O)c2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(NC(=O)C(O)C(CCCCCCCCCC(Cl)CCC)O[C@@H]2OC[C@@H](O)[C@@H](O[C@@H]3O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]3O)[C@@H]2O)C(C)O)C(C)OC(=O)[C@@H](CCC(N)=O)NC(=O)C(C(C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)N(C)C(=O)CNC(=O)[C@H](CCC(N)=O)NC1=O,6.2889777777777764,6.40843829365079,6.348708035714283
C=C1C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC2(OC)OC(=O)Nc3ccccc32)C(=O)N[C@@H](c2ccc(O)cc2)CC(=O)O[C@@H](C)C[C@@H](C)C1=O,6.461422222222228,6.235955456349201,6.348688839285714
CC[C@H](C)[C@@H](OC(=O)[C@H](Cc1ccccc1)N(C)C)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC,6.484805555555554,6.212435009920634,6.348620282738095
COc1c(Br)cc(C(O)[C@@H](NC(=O)Cc2ccc(OCCCNC(C)=O)cc2)C(=O)NCCc2cc(Br)c(O)c(Br)c2)cc1Br,6.439461111111112,6.257711726190478,6.348586418650795
COC(COS(=O)(=O)[O-])C(=O)NC(C(=O)N1[C@H](C(=O)NCCC2=CC[N+](=C(N)N)C2)C[C@@H]2C[C@H](O)[C@@H](O)C[C@@H]21)C(C)C,6.4698222222222235,6.2271649007936505,6.3484935615079365
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4[C@H](C(=O)OCCCCCCCCCCCCCCCC(=O)N(CCCN)C[C@@H](O)CCN)[C@]5(CCC[C@@H](C)O5)NC(=[N+]34)N2)O1,6.300977777777777,6.395778670634915,6.348378224206346
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4[C@H](C(=O)OCCCCCCCCCCCCCCCCC(=O)N(CCCN)CC(O)CCN)[C@]5(CCC[C@@H](C)O5)NC(=[N+]34)N2)O1,6.300977777777777,6.395778670634915,6.348378224206346
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4[C@H](C(=O)OCCCCCCCCCCCCCCC(=O)N(CCCN)CC(O)CCN)[C@]5(CCC[C@@H](C)O5)NC(=[N+]34)N2)O1,6.300977777777777,6.395778670634915,6.348378224206346
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@H]4[C@@H](C(=O)OCCCCCCCCCCCCCCCC(=O)N(CCCN)C[C@@H](O)CCN)[C@@]5(CCC[C@@H](C)O5)NC(=[N+]34)N2)O1,6.300977777777777,6.395778670634915,6.348378224206346
COC1/C=C/C=C/CC/C=C/C=C/C(=O)NC(C(O)C(=O)O)C(=O)OC(C(NC(=O)C(C)C(O)CCC(C)C(O)/C(C)=C/C(C)(C)C(O)C(CC(C)C)NC(=O)/C=C/C(C)(C)C(=O)C(C)C(O)C(C)C)C(C)O)C(C)C(O)C/C=C(\C)C(O)C(C)/C=C(\C)C(O)C(C)C(O)CC2CC(C)CC1O2,6.400855555555558,6.295581984126975,6.348218769841266
CCCCCC/C=C\CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](CO)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H]1/C=C/C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)OC1)C(C)C)C(C)C,6.319672222222219,6.376606230158729,6.348139226190474
CSCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CCSC)NC(=O)c2csc(n2)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O,6.423505555555556,6.27260723214286,6.348056393849208
CCCCC[C@H]1OC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)C1(C)C,6.45042777777778,6.2453981911375624,6.347912984457672
COC1/C=C/C=C/C=C/C=C/C=C/C(=O)N[C@@H](C(=O)O)[C@@H](O)C(=O)OC(C(NC(=O)C(C)C(O)CCC(C)C(O)/C(C)=C/C(C)C(O)C(CC(C)C)NC(=O)/C=C/C(C)(C)C(=O)C(C)C(O)C(C)C)C(C)O)C(C)C(O)C/C=C(\C)C(O)C(C)/C=C(\C)C(O)C(C)C(O)CC2CC(C)CC1O2,6.400155555555558,6.295581984126975,6.347868769841266
COC1/C=C/C=C/C=C/C=C/C=C/C(=O)NC(C(O)C(=O)O)C(=O)OC(C(NC(=O)CC(O)CCC(C)C(O)/C(C)=C/C(C)[C@@H](O)[C@H](NC(=O)/C=C/C(C)(C)C(=O)[C@@H](C)[C@@H](O)C(C)C)C(O)C(C)C)C(C)O)CC(O)C/C=C/[C@@H](O)[C@@H](C)/C=C(\C)[C@H](O)[C@@H](C)[C@H](O)C[C@@H]2C[C@H](C)[C@H](OC)[C@@H]1O2,6.429733333333337,6.265938968253961,6.347836150793649
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@]4(O)[C@@H](C(=O)OCCCCCCCCCCCCCCCC(=O)N(CCCN)CC(O)CCN)[C@@]5(CCC[C@@H](C)O5)NC(=[N+]34)N2)O1.[Cl-],6.226288888888887,6.468072619047614,6.347180753968251
COC1/C=C/C=C/CC/C=C/C=C/C(=O)NC(C(O)C(=O)O)C(=O)OC(C(NC(=O)C(C)C(O)CCC(C)C(O)/C(C)=C/C(C)C(O)C(CC(C)C)NC(=O)/C=C/C(C)(C)C(=O)C(C)C(O)C(C)C)C(C)O)C(C)C(O)C/C=C(\C)C(O)C(C)/C=C(\C)C(O)C(C)C(O)CC2CC(C)CC1O2,6.398088888888891,6.295581984126975,6.3468354365079325
CCCC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H]1C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@H]2CC[C@@H](O)N(C2=O)[C@@H]([C@H](C)CC)C(=O)N(C)[C@@H](Cc2ccc(OC)c(Br)c2)C(=O)N[C@@H](C(C)C)C(=O)O[C@@H]1C,6.375944444444445,6.317505892857138,6.346725168650792
COC1/C=C/C=C/CC/C=C/C=C/C(=O)N[C@@H](C(=O)O)[C@@H](O)C(=O)OC(C(NC(=O)C(C)C(O)CCC(C)C(O)/C(C)=C/C(C)C(O)C(CC(C)C)NC(=O)/C=C/C(C)(C)C(=O)C(C)C(O)C(C)C)C(C)O)CC(O)C/C=C(\C)C(O)C(C)/C=C(\C)C(O)C(C)C(O)CC2CC(C)CC1O2,6.397688888888891,6.295581984126975,6.346635436507933
C#CCCC[C@H]1OC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)C1(C)C,6.447827777777779,6.2453981911375624,6.346612984457671
CC[C@@H](C)[C@H]1NC(=O)CCNC(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H](CC(C)C)NC(=O)CCNC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)C[S+](C)[O-])C(C)C)[C@@H](C)OC(=O)[C@@H]([C@@H](C)CC)N(C)C(=O)[C@@H](CC(C)C)NC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C1=O,6.376233333333332,6.316804880952376,6.3465191071428535
CNC(Cc1cc(Br)c(OCCCN(C)C)c(Br)c1)C(=O)N(C)CCCOc1c(Br)cc(CCN(C)C)cc1Br,6.536266666666664,6.156341498917743,6.346304082792203
C[N+](C)(C)C[C@H](c1c[nH]c2cc(Br)ccc12)c1c(O)c(NC(=O)CS(=O)(=O)[O-])c2c3c(nccc13)C=CN2,6.35618888888889,6.336211091269839,6.346199990079365
C[N+](C)(C)C[C@@H](c1c[nH]c2cc(Br)ccc12)c1c(O)c(NC(=O)CS(=O)(=O)[O-])c2c3c(nccc13)C=CN2,6.35618888888889,6.336211091269839,6.346199990079365
COC1(CC2C(=O)N[C@@H](c3ccc(O)cc3)CC(=O)O[C@@H](C)C[C@@H](C)/C=C(\C)C[C@H](C)C(=O)N[C@@H](C)C(=O)N2C)OC(=O)Nc2ccccc21,6.456411111111119,6.235955456349201,6.346183283730159
COC1(C[C@@H]2C(=O)N[C@@H](c3ccc(O)cc3)CC(=O)O[C@@H](C)C[C@@H](C)/C=C(\C)C[C@H](C)C(=O)N[C@@H](C)C(=O)N2C)OC(=O)Nc2ccccc21,6.456411111111119,6.235955456349201,6.346183283730159
CO[C@H](c1ccc(O)cc1)[C@H]1NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](O)[C@H](O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](C)NC(=O)[C@H](C)[C@H](O)[C@H](C)CC(C)C)[C@@H](C)[C@@H](C)C(N)=O)[C@@H](C)OC(=O)[C@@H]2CCCCN2C1=O,6.3880888888888885,6.303933432539677,6.346011160714283
CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N1C,6.446935555555556,6.244447119708995,6.345691337632275
CCCCCC/C=C\CC(=O)N[C@@H](Cc1ccc(O)cc1)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](CO)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H]1/C=C/C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)OC1)C(C)C)C(C)C,6.31447222222222,6.376606230158729,6.345539226190475
CC[C@H](C)[C@H]1C(=O)NCCC(=O)N[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](C)C(=O)NCCC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H]([C@@H](C)CC)C(=O)O[C@H](C)[C@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)C[S+](C)[O-])C(C)C)C(=O)NCCC(=O)N[C@H](CC(C)C)C(=O)N1C,6.374138888888887,6.316804880952376,6.345471884920632
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4C(C(=O)OCCCCCCCCCCCCC(=O)OC)[C@]5(CCC[C@@H](C)O5)NC(=N2)N34)O1,6.235505555555555,6.454903415704666,6.345204485630111
CCC(=O)N(C)CCc1ccc(OCCCNC(=O)Cc2ccc(O)cc2)c(Br)c1,6.270211111111111,6.42019743145743,6.3452042712842704
C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2ncnc3ccccc23)N(C)C(=O)C(C)NC(=O)[C@@H](C)C1,6.282030000000003,6.408284563492059,6.345157281746031
CN[C@H](C(=O)N[C@H](C(=O)N[C@@H]1C(=O)N(C)[C@@H]([C@@H](C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2c[nH]c3cccc(OC)c23)C(=O)N[C@@H](C(C)C)C(=O)NC([C@H](O)c2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)O[C@@H]1C)C(C)C)C(C)C,6.460305555555554,6.229890224867721,6.345097890211638
COc1c(Br)c(Br)cc(Br)c1Oc1cc(Br)cc(Br)c1O,6.137282222222223,6.551576960678212,6.344429591450218
COc1c(Br)cc(Br)c(Br)c1Oc1cc(Br)cc(Br)c1O,6.137282222222223,6.551576960678212,6.344429591450218
COc1c(Br)cc(Br)cc1Oc1c(Br)cc(Br)c(Br)c1O,6.137282222222223,6.551576960678212,6.344429591450218
Oc1c(Br)cc(Br)cc1Oc1c(Br)ccc(Br)c1O,6.226497777777779,6.462157428210682,6.34432760299423
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4C(C(=O)OCCCCCCCCCCCCCCC(=O)OC)[C@]5(CCC[C@@H](C)O5)NC(=N2)N34)O1,6.2337388888888885,6.454903415704666,6.344321152296777
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4C(C(=O)OCCCCCCCCCCCCCC(=O)OC)[C@]5(CCC[C@@H](C)O5)NC(=N2)N34)O1,6.233672222222222,6.454903415704666,6.344287818963444
CC[C@H](C)[C@H]1C(=O)N2CCC[C@H]2C(=O)O[C@H](C(C)(C)C)C[C@@H](C)C[C@H](O)[C@H](C)C2=N[C@@H](/C=C(\C)C(=O)N[C@@H](Cc3ccc(OC)cc3)C(=O)N(C)[C@@H](C)C(=O)N1C)CS2,6.58982777777778,6.098659570105815,6.344243673941797
CCCC(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)N(C)Cc1nccs1)C(C)C)C(C)C,6.460157777777782,6.228314017857144,6.344235897817463
CCCCC[C@H](O[C@@H]1OC[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]3OC[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]3OC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)[C@@H](CCCCCCCC(=O)CCCCCCCCCCCC(=O)NCCCCN(C)C)OC(C)=O,6.465855555555553,6.222581455627704,6.344218505591629
CC[C@H](C)[C@H]1C(=O)N(C)[C@@H](C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](Cc2ccc(OC)cc2)C(=O)N[C@@H](C)C(=O)N(C)[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,6.493427777777778,6.194940505952384,6.344184141865081
COCC(=O)N[C@@H](C(=O)N1NCCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](C)C(=O)NC1CCN(C(N)=O)C1=O)[C@H](O)C(C)C,6.219472222222224,6.468711230158728,6.344091726190476
COC1/C=C/C=C/CC/C=C/C=C/C(=O)NC(C(O)C(=O)O)C(=O)OC(C(NC(=O)C(C)C(O)CCC(C)C(OC)/C(C)=C/C(C)C(O)C(CC(C)C)NC(=O)/C=C/C(C)(C)C(=O)C(C)C(O)C(C)C)C(C)O)C(C)C(O)C/C=C(\C)C(O)C(C)/C=C(\C)C(O)C(C)C(O)CC2CC(C)CC1O2,6.392577777777781,6.295581984126975,6.344079880952378
C#CCCC[C@H]1OC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)C1(C)C,6.441688888888891,6.2453981911375624,6.3435435400132265
CCC(C)(C)C(NC(=O)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)[C@@H](C)NC=O)C(C)(C)C)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CS(=O)(=O)[O-])C(=O)NC1C(=O)N(C)C(CCC(N)=O)C(=O)N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)O[C@@H]1C.[Na+],6.300455555555555,6.386609728835976,6.343532642195766
COc1cc(CCN(C)C)c2c(c1O)SSc1c(CCN(C)C)cc(OC)c(O)c1SS2,6.487335555555557,6.199029394300144,6.3431824749278505
