Smiles,pChEMBL_Fisico,pChEMBL_MACCS,Media_Predicciones,Violaciones_Lipinski
Cc1cc(O)cc(Oc2cc(C)c(O)c(O)c2)c1,6.441331111111106,6.183330873015874,6.31233099206349,0
COC(=O)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccccc2)NC1=O,6.377463333333333,6.24644399801587,6.311953665674602,1
CS[C@@H]1C(=O)N(C)[C@](Cc2ccc(OC/C=C(\C)C(=O)NCCC(=O)O)cc2)(SC)C(=O)N1C,6.338112222222222,6.285087956349206,6.311600089285713,1
CCC[C@H](O)CC(=O)N1CC[C@@]23c4ccccc4N[C@@H]4N(C)c5cccc6c5[C@@]42CCN([C@@H]13)[C@@H]6[C@H]1OC1(C)C,6.326683333333336,6.294890496031738,6.310786914682537,1
C/C1=C\[C@H](C)C[C@H](C)OC(=O)[C@H](CO)NC(=O)[C@@H](Cc2ccc(O)c(I)c2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,6.520583333333336,6.100437202380951,6.310510267857143,1
C[N+](C)(C)C[C@H](c1c[nH]c2cc(Br)ccc12)c1c2ccnc3c2c(c2nc(CS(=O)(=O)[O-])oc12)NC=C3,6.312544444444445,6.3055081613756565,6.30902630291005,1
C[N+](C)(C)C[C@@H](c1c[nH]c2cc(Br)ccc12)c1c2ccnc3c2c(c2nc(CS(=O)(=O)[O-])oc12)NC=C3,6.312544444444445,6.3055081613756565,6.30902630291005,1
CO[C@@H]1/C=C(C)/C=C/[C@@H](C)/C=C(\C)C(=O)O[C@H](/C(C)=C/C=C(\C)CNC(=O)[C@H](COS(=O)(=O)[O-])NC=O)[C@@H](C)/C=C/C=C/[C@@H](OC)CC/C=C(C)\C=C\C1.[Na+],6.32402222222222,6.289265218253963,6.306643720238092,1
COC1/C=C(C)/C=C/C(C)/C=C(\C)C(=O)OC(/C(C)=C/C=C(\C)CNC(=O)[C@H](COS(=O)(=O)[O-])NC=O)C(C)/C=C/C=C/C(OC)CC/C=C(C)/C=C/C1.[Na+],6.32402222222222,6.289265218253963,6.306643720238092,1
C[C@@H](NC(=O)[C@@]1(C)COC(c2cn(C)c3cc(Cl)cc(O)c23)=N1)C(=O)N[C@@H](CO)C(=O)O,6.316400000000002,6.295447943121696,6.305923971560849,0
C=C[C@@](C)(CCC=C(C)C)c1ccc2c3c1NC(=O)[C@@]3(O)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,6.287344444444446,6.322237619047616,6.304791031746031,0
CCC(=O)N(C)CCc1ccc(OCCCN(C)C(=O)Cc2ccc(O)cc2)c(Br)c1,6.42484666666667,6.18428537301587,6.304566019841269,0
C=CC(C)(C)c1[nH]c2c(C/C=C(\C)CO)cc(CC=C(C)C)cc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O,6.364988888888887,6.243384395743144,6.304186642316015,0
C=CC(C)(C)c1[nH]c2c(C/C=C(/C)CO)cc(CC=C(C)C)cc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O,6.364988888888887,6.243384395743144,6.304186642316015,0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2[C@@H](C)CCN2C(=O)[C@@H](C[C@H](O)CCl)OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H]([C@@H](C)CC)N(C)C1=O,6.40670777777778,6.201488512566133,6.304098145171956,1
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCCNC(=O)C1=NO[C@]3(C=C(Br)C(OC)=C(Br)[C@@H]3O)C1)=NO2,6.58682777777778,6.020937943121689,6.303882860449734,1
CC(C)=CC(=O)NCCCOc1c(Br)cc(CCNC(=O)Cc2ccc(O)cc2)cc1Br,6.419841111111106,6.187624137806633,6.30373262445887,1
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(CCNS(=O)(=O)[O-])cc1Br)=NO2.[Na+],6.43741,6.169133300264548,6.303271650132274,1
COc1c(O)cc(CO)c(Cc2cc(O)c(O)c(Br)c2Br)c1O,6.15193777777778,6.454537602813856,6.303237690295818,0
CO/C(C)=C/C(=O)N(C)[C@@H](Cc1ccc(OC)cc1)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1c1nccs1)C(C)C,6.504438888888892,6.101963690476189,6.303201289682541,1
COC1=C(Br)C[C@]2(OC=C1Br)ON=C(C(=O)NCCCOc1c(Br)cc(CCNC=C3C(=O)C=CC3=O)cc1Br)[C@@H]2O,6.523506666666664,6.0810836267436255,6.302295146705145,1
CNCCc1cc(Br)c(OCCCNC(=O)C#N)c(Br)c1,6.213192777777773,6.388357610028858,6.300775193903315,0
COCn1cc(C[C@@H]2NC(=O)[C@@H]3CCCN3C2=O)c2ccccc21,6.172777777777776,6.428211598124096,6.300494687950936,0
COc1ccc(C[C@@H]2NC(=O)/C(C)=C/C3CSC(=N3)[C@@H](C)[C@@H](O)C[C@H](C)C[C@@H](C(C)(C)C)OC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C)N(C)C2=O)cc1,6.492955555555562,6.107632645502641,6.3002941005291015,1
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(C[C@H](N)C(=O)O)cc1Br)=NO2,6.43084111111111,6.169133300264548,6.299987205687829,1
CC[C@H](C)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,6.352985555555555,6.244447119708995,6.298716337632275,1
CCC[C@H]1NC(=O)c2csc(n2)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H]1C,6.366994444444448,6.229476001984128,6.298235223214288,1
CN1C(=O)N=C([N-]c2nc(Cc3ccc4c(c3)OCO4)cn2C)C1=O.CN1C(=O)N=C([N-]c2nc(Cc3ccc4c(c3)OCO4)cn2C)C1=O.[Zn+2],6.453372222222229,6.142432764550268,6.297902493386248,1
C=C[C@@](C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)C[C@@H](COC(C)=O)NC(=O)[C@H](C(C)C)N2C,6.182216666666665,6.413422629870129,6.297819648268398,1
CNCCCOc1c(Br)cc(CCNC(=O)OC)cc1Br,6.328840000000004,6.26488916756854,6.296864583784272,0
COc1cc(CC(=O)NCCCCNC(=O)CC(=O)NCCC(=O)c2ccccc2NC=O)ccc1O,6.397410000000007,6.196222110389612,6.296816055194809,1
C=CCCC[C@@H]1OC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)C1(C)C,6.321222222222222,6.271263419312166,6.296242820767194,1
C/C1=C\[C@H](C)C[C@@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2ccc(O)c(I)c2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,6.435755555555554,6.1562222023809445,6.295988878968249,1
CN(C)CCCOc1ccc(CCNC(=O)c2cc(Br)c[nH]2)cc1Br,6.350715555555553,6.241087579365074,6.295901567460314,0
CCOC(=O)c1c(O)c(O)cc(Br)c1OC,6.147510000000005,6.442650082972584,6.295080041486294,0
COC1=C(Br)[C@H](O)[C@]2(C=C1Br)CN=C(C(=O)NCCCC(=O)CNC(=O)C1=NO[C@]3(C=C(Br)C(OC)=C(Br)[C@@H]3O)C1)C2,6.568088888888892,6.020937943121689,6.294513416005291,1
COC1/C=C(C)/C=C/C(C)/C=C/C(=O)OC(/C(C)=C/C=C(\C)CNC(=O)[C@H](COS(=O)(=O)[O-])NC=O)C(C)/C=C/C=C/C(OC)CC/C=C(C)/C=C/C1.[Na+],6.299688888888888,6.289265218253963,6.294477053571425,1
CO[C@@H]1/C=C(C)/C=C/[C@@H](C)/C=C/C(=O)O[C@H](/C(C)=C/C=C(\C)CNC(=O)[C@H](COS(=O)(=O)[O-])NC=O)[C@@H](C)/C=C/C=C/[C@@H](OC)CC/C=C(C)\C=C\C1.[Na+],6.299688888888888,6.289265218253963,6.294477053571425,1
C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(C[N+]2([O-])C1)N(C)C3=O)C(=O)Nc1c5ccc2c1C(=O)CC(C)(C)O2,6.1530777777777805,6.435173865740742,6.294125821759261,0
C/C1=C\[C@H](C)C[C@H](C)OC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccc(O)c(I)c2)N(C)C(=O)CNC(=O)[C@@H](C)C1,6.524652222222224,6.063527103174599,6.294089662698411,1
O=S(=O)(O)OCc1cc(O)c(OS(=O)(=O)O)c(Br)c1Br,6.2077200000000055,6.380341428571432,6.294030714285719,0
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCCCNC(=O)C1=NO[C@]3(C=C(Br)C(OC)=C(Br)[C@@H]3O)C1)=NO2,6.566172222222223,6.020937943121689,6.293555082671956,1
COC1=C(Br)[C@@H](O)[C@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(CCNC(=N)N)cc1Br)=NO2,6.485426666666665,6.100355297619043,6.292890982142854,1
NCCCOc1c(Br)cc(CCNC(=O)/C(Cc2ccc(O)c(Br)c2)=N/O)cc1Br,6.372301111111108,6.213433829365081,6.292867470238095,1
CCCCC(C)C(=O)N1CCC[C@H]1C(=O)N(C)C(Cc1ccccc1)C(=O)NCC(=O)N(C)[C@@H](C(=O)N(C)[C@H](C(=O)NCC(=O)N(C)C(Cc1ccccc1)C(=O)N1CCC[C@@H]1C(=O)OC)[C@@H](C)CC)C(C)C,6.480441111111111,6.105052807539681,6.292746959325396,1
CCC[C@H]1NC(=O)c2csc(n2)[C@H](C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,6.3050688888888935,6.278117695105821,6.291593291997357,1
COc1cc(CCN(C)C)c2c(c1O)Sc1c(CCN(C)C)cc(OC)c(O)c1S2,6.37874555555556,6.202479484487734,6.290612520021647,0
COc1cc(CCN(C)C)c2c(c1O)Sc1c(O)c(OC)cc(CCN(C)C)c1S2,6.37874555555556,6.202479484487734,6.290612520021647,0
CCC1CC(C)CC(=O)N(C)/C=C/CCC(C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C(C)O)C(=O)N(C)[C@@H](Cc2ccccc2)C(=O)O1,6.344291111111115,6.235831091269835,6.290061101190475,1
COc1c(Br)cc(C/C(=N\O)C(=O)N[C@H](Cc2ccc(O)c(Br)c2)C(=O)O)cc1Br,6.358128888888888,6.221672640873018,6.289900764880953,1
COC1=C(Br)[C@@H](O)[C@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(CC(NS(=O)(=O)[O-])C(=O)O)cc1Br)=NO2.[Na+],6.409693333333333,6.169133300264548,6.289413316798941,1
CCC[C@H]1NC(=O)c2csc(n2)[C@H](C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](C(C)CC)OC(=O)[C@H]1C,6.300457777777782,6.278117695105821,6.289287736441802,1
COC1=C(Br)[C@@H](O)[C@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(CCN)cc1Br)=NO2,6.4780544444444415,6.100355297619043,6.289204871031743,1
COC1=C(Br)[C@H](O)[C@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(CCN)cc1Br)=NO2,6.4780544444444415,6.100355297619043,6.289204871031743,1
COC1=C(Br)[C@@H](O)[C@]2(C=C1Br)CC(C(=O)NCCc1cc(Br)c(OCCCN)c(Br)c1)=NO2,6.4780544444444415,6.100355297619043,6.289204871031743,1
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(CCN)cc1Br)=NO2,6.4780544444444415,6.100355297619043,6.289204871031743,1
CCCC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)N(C)Cc1nccs1)C(C)C)C(C)C,6.332780000000004,6.244886359126985,6.288833179563495,1
CCCC(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N(C)Cc1nccs1)C(C)C)C(C)C,6.332780000000004,6.244886359126985,6.288833179563495,1
C/C1=C\[C@H](C)C[C@H](C)OC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(O)c(I)c2)N(C)C(=O)CNC(=O)[C@@H](C)C1,6.514055555555557,6.063527103174599,6.288791329365078,1
CCC[C@H]1NC(=O)c2csc(n2)[C@H](C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C)OC(=O)[C@@H]1C,6.290941111111116,6.286500472883597,6.288720791997356,1
COC(=O)c1ccccc1NC(=O)[C@H](CCSC)NC(=O)c1cnc2c(n1)c(=O)n(C)c(=O)n2C,6.079911111111113,6.496936011904764,6.288423561507939,1
Oc1ccc(Oc2ccc(Br)cc2Br)cc1Br,6.07526111111111,6.500374194444451,6.287817652777781,1
CCCCCC(=O)N[C@H](C(=O)N[C@@H](CC[S+](C)[O-])C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1)C(C)C,6.270150000000003,6.302963630952377,6.28655681547619,1
COC1=C(Br)C[C@]2(OC=C1Br)ON=C(C(=O)NCCCOc1c(Br)cc(CCNC=C3C(=O)CCC3=O)cc1Br)[C@@H]2O,6.490288888888885,6.0810836267436255,6.285686257816256,1
C/C=C(/C)C(=O)OCC1C2=C(C=CN1C=O)C(=O)C(C)=C(OC)C2=O,6.36078333333333,6.209796612554114,6.285289972943723,0
OCc1c(Cc2cc(O)c(O)c(Br)c2Br)cc(O)c(O)c1Br,6.348375555555557,6.221734942640693,6.285055249098125,0
C[C@H]1Cc2c(Cl)cc(C(=O)N[C@H](Cc3ccccc3)C(=O)OCC(O)C(O)CO)c(O)c2C(=O)O1,6.202782222222223,6.367165876322747,6.284974049272485,1
COC1=C(Br)[C@H](O)[C@]2(C=C1Br)CC(C(=O)NCCCOc1ccc(CCN)cc1Br)=NO2,6.46955444444444,6.100355297619043,6.284954871031742,1
C/C1=C\[C@H](C)C[C@@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2ccc(O)c(Br)c2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,6.412788888888889,6.1562222023809445,6.284505545634916,1
C/C=C(/C)C(=O)OCC1C2=C(C=CN1/C=C/C(C)=O)C(=O)C(C)=C(OC)C2=O,6.3569466666666665,6.209796612554114,6.28337163961039,0
C#CCCCC1OC(=O)CCNC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]([C@@H](C)CC)NC(=O)C1(C)C,6.323938888888889,6.24151991071428,6.2827293998015845,1
CO[C@@H]1CC(=O)N2c3cc(O)cc4c3O[C@@H](C=CC=CC[C@H](OC(=O)[C@@H](C)NC(=O)CC(C)C)[C@H](C)[C@@H](O)/C(C)=C\CC4)[C@H]12,6.364188888888887,6.199730353835975,6.281959621362431,1
CC[C@H](C)[C@@H](OC(=O)/C=C\c1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC,6.446211111111112,6.117598115079362,6.281904613095238,1
CC[C@H](C)[C@@H](OC(=O)/C=C/c1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC,6.446211111111112,6.117598115079362,6.281904613095238,1
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NCCCOc1c(Br)cc(C(O)CNC(C)=O)cc1Br)=NO2,6.452177777777775,6.111278240740738,6.281728009259256,1
CC[C@H]1C=CCC[C@@]2(C[C@@H]3CC[C@@H]4[C@H](C(=O)OCCCCCCCCCCCCC[C@@H](O)CC(=O)N(CCCN)CCCCN)[C@]5(CCC[C@@H](C)O5)NC(=[N+]34)N2)O1.[Cl-],6.292433333333333,6.270570317460315,6.281501825396824,1
CC(C)=CC[C@@]12C[C@H]3C(=O)N4[C@H]5Nc6ccccc6[C@@]5(C)C[C@H]4C(=O)N3[C@@H]1N(C)c1ccccc12,6.140790000000005,6.421324404761902,6.281057202380953,0
COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](O)C(C)C,6.456652222222225,6.104504156746028,6.280578189484126,1
COC1=C(Br)[C@H](O)[C@@]2(C=C1Br)CC(C(=O)NC[C@@H](O)c1cc(Br)c(OCCCNC(C)=O)c(Br)c1)=NO2,6.452177777777775,6.108004530423278,6.280091154100527,1
CCC[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@H](C)Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)OC(=O)[C@@H]1C,6.295566666666665,6.264596068121689,6.280081367394176,1
C/C(=C\[C@H](C)C[C@H](C)OC(=O)CC(=O)c1ccc(O)c(O)c1)C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1c(Br)[nH]c2ccccc12)C(N)=O,6.444655555555554,6.114543888888887,6.279599722222221,1
C#CCCC[C@@H]1OC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)C1(C)C,6.324413333333331,6.234702040343913,6.279557686838622,1
CC(=O)NCCCO[C@@H](CN)c1cc(Br)c(OS(=O)(=O)O)c(Br)c1,6.204637777777777,6.354394742965368,6.279516260371572,0
CCC[C@H]1NC(=O)c2csc(n2)[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](C)OC(=O)[C@@H]1C,6.278963333333333,6.278117695105821,6.278540514219577,1
CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C\Cl)CC(=O)CC(=O)N1CC(OC)=CC1=O)OC,6.452872222222225,6.103605863997116,6.27823904310967,1
C#CCCCC1NC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)C(C(C)CC)OC(=O)C1C,6.317250000000002,6.238675009920634,6.277962504960318,1
COC(=O)c1cc(O)c(O)c(Br)c1,6.004236666666669,6.550797674963926,6.2775171708152975,0
CCC[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCSC)NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H]1C,6.2068577777777785,6.347633621031743,6.2772456994047605,1
CCC[C@H]1NC(=O)c2csc(n2)[C@H](C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](C)OC(=O)[C@@H]1C,6.276041111111115,6.278117695105821,6.277079403108468,1
C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](C[C@]2(O)C(=O)Nc3ccccc32)N(C)C(=O)C(C)NC(=O)[C@@H](C)C1,6.395213333333338,6.157347367724862,6.2762803505291,1
C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](C[C@@]2(O)C(=O)Nc3ccccc32)N(C)C(=O)C(C)NC(=O)[C@@H](C)C1,6.395213333333338,6.157347367724862,6.2762803505291,1
CCCC1NC(=O)CNC(=O)[C@@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)OC(=O)C1C,6.288796666666668,6.262022371031744,6.275409518849206,1
C/C1=C\[C@H](C)C[C@H](C)OC(=O)[C@H](CO)NC(=O)[C@@H](Cc2ccc(O)c(Br)c2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,6.445180000000004,6.100437202380951,6.272808601190477,1
COS(=O)CCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O,6.372734444444449,6.170534672619048,6.271634558531749,0
COc1cc(CC(=O)NCCCCNC(=O)CC(=O)NCCC(=O)c2ccccc2N)ccc1O,6.3459333333333365,6.196222110389612,6.271077721861474,0
CCCCC[C@@H]1OC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)C1(C)C,6.307413333333332,6.234702040343913,6.271057686838622,1
COc1cc(CCN(C)C)c2sc3c(O)c(OC)cc(CCN(C)C)c3ssc2c1O,6.342117777777782,6.199029394300144,6.270573586038963,0
CN1C(=O)C(/N=c2/n(C)cc(Cc3ccc4c(c3)OCO4)n2C)=NC/1=N\CCS(=O)(=O)O,6.354450000000008,6.186284351851855,6.270367175925932,0
CC[C@H](C)[C@H]1NC(C)(C)NC(=O)[C@@H](Cc2c[nH]c3cc(I)cc(I)c23)NC1=O,6.251427777777774,6.287747033730155,6.269587405753965,1
COC(=O)O[C@@]12C(=O)N[C@@H](Cc3ccc(OC)cc3)[C@@H]1[C@H](C)[C@@]1(C)O[C@H]1[C@@H]2/C=C/C[C@H](C)C(=O)[C@](C)(O)CC(OC)OC,6.344611111111113,6.191714684644054,6.268162897877583,1
C=CC(C)(C)O[C@H](C)[C@@H]1NC(=O)[C@H]2CSC(=N2)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC1=O,6.243661111111113,6.292034186507933,6.267847648809523,1
CC[C@@H](C)[C@@H]1NC(=O)CN(C)C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C)NC(=O)[C@@H]([C@@H](C)CC)OC(=O)/C(C)=C/C[C@H](O)[C@H](C)C[C@H]([C@@H](C)CC)OC(=O)[C@H](C)N(C)C1=O,6.403557777777781,6.1318019047619,6.267679841269841,1
CC[C@@H](C)[C@@H](C(=O)N1CCC[C@H]1c1nccs1)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](Cc1ccc(O)cc1)N(C)C(=O)/C=C(\C)OC,6.453602222222226,6.080749781746029,6.267176001984128,1
CC[C@@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](CC(C)C)NC1=O,6.389552222222224,6.144051656746033,6.266801939484129,1
C#CCCC[C@@H]1OC(=O)CNC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)C1(C)C,6.2871855555555545,6.245398191137562,6.266291873346559,1
C/C1=C\C(C)CC(C)OC(=O)C(C(C)C)NC(=O)C(Cc2ccc(O)c(I)c2)N(C)C(=O)C(C)NC(=O)C(C)C1,6.467855555555556,6.063527103174599,6.265691329365078,1
C/C1=C\[C@H](C)C[C@H](C)OC(=O)C[C@H](c2ccc(O)cc2)NC(=O)[C@@H](Cc2ccc(O)c(Cl)c2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,6.379933333333335,6.150597996031739,6.265265664682537,1
C=C1C[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc2ccc(O)c(I)c2)C(=O)N[C@@H](C)C(=O)O[C@@H](C)C[C@@H](C)C1=O,6.465233333333334,6.063527103174599,6.264380218253967,1
OCc1cc(Br)c(O)c(Oc2c(CO)cc(Br)c(O)c2O)c1Br,6.181692222222224,6.345800781024536,6.26374650162338,1
C=CC(C)(C)OC[C@@H]1NC(=O)N[C@H]([C@@H](C)CC)C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@H](C)CC)NC(=O)[C@@H]2CSC(=N2)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,6.334866666666668,6.192101666666662,6.2634841666666645,1
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)CC(C)C)C(=O)NCC(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC,6.440930000000003,6.085347390873012,6.263138695436508,1
CCCCCC(=O)N[C@H](C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1)C(C)C,6.222605555555558,6.302963630952377,6.262784593253967,1
COC1=C(Br)C[C@]2(OC=C1Br)ON=C(C(=O)NCCCOc1c(Br)cc(CCN)cc1Br)[C@@H]2O,6.453647777777777,6.071849285714283,6.262748531746031,1
CC[C@H](C)[C@H](O)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC)[C@@H](C)CC,6.437585555555558,6.085347390873012,6.261466473214285,1
CC[C@H](C)[C@H](O)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CCC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC)[C@@H](C)CC,6.437585555555558,6.085347390873012,6.261466473214285,1
O=C(NCCc1ccc(OS(=O)(=O)[O-])c(Br)c1)/C(Cc1ccc(O)c(Br)c1)=N/O.[Na+],6.4204616666666645,6.102350259920637,6.261405963293651,1
CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C\Cl)C/C(=C\C(=O)N1C(=O)C=C(OC)[C@@H]1CO)OC)OC,6.366216666666669,6.154128840187591,6.260172753427129,1
CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C\Cl)C/C(=C\C(=O)N1C(=O)C=C(OC)[C@H]1CO)OC)OC,6.366216666666669,6.154128840187591,6.260172753427129,1
COC(=O)NCCc1cc(Br)c(OCCCN(C)C)c(Br)c1,6.427640000000005,6.092675178571425,6.260157589285715,0
