Smiles,MACCS_36,MACCS_38,MACCS_42,MACCS_50,MACCS_57,MACCS_62,MACCS_65,MACCS_72,MACCS_75,MACCS_79,MACCS_80,MACCS_83,MACCS_86,MACCS_87,MACCS_89,MACCS_90,MACCS_92,MACCS_93,MACCS_95,MACCS_97,MACCS_98,MACCS_99,MACCS_101,MACCS_103,MACCS_104,MACCS_108,MACCS_109,MACCS_111,MACCS_113,MACCS_115,MACCS_116,MACCS_120,MACCS_126,MACCS_128,MACCS_129,MACCS_131,MACCS_132,MACCS_133,MACCS_136,MACCS_139,MACCS_140,MACCS_142,MACCS_146,MACCS_149,MACCS_150,MACCS_151,MACCS_155,MACCS_159,MACCS_160
C=C1CC[C@H](OC(C)=O)[C@]2(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]3O[C@@]4([C@H](OC(C)=O)[C@@H]12)[C@@H](C)C(=O)O[C@H]4[C@@H](Cl)C3=C,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1
CO[C@]12CCN(Cc3cc(O)c(O)c(Br)c3Br)[C@H]1NC(=O)N2,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)C7CC[C@]89C(=O)O[C@@](C)(CC(=O)CC(C)C)[C@H]8CC[C@@]9(C)C7=CCC6C5(C)C)OC[C@@H](OS(=O)(=O)[O-])[C@@H]4O)O[C@@H]3C)O[C@H](COS(=O)(=O)[O-])[C@H]2O)O[C@H](COS(=O)(=O)[O-])[C@H]1O.[Na+].[Na+].[Na+],0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CCCC[C@H]1C=CCC=CC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C=C(C)[C@@H]1CC[C@]2(C)CC[C@@]3(C)CC(=O)C(CO)=C[C@H](O)[C@@H]3[C@@H]12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1
CC(C)C(O)/C=C/[C@@H](C)[C@H]1C[C@H](OS(=O)(=O)[O-])C2[C@]3(O)C[C@@H](O)C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C.[Na+],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1
CC(=O)O[C@@H]1OC=C2[C@H]1[C@@]1(C)CCCC(C)(C)C1[C@H](OC(C)=O)[C@H]2OC(C)=O,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1
COC1=C(NCC(=O)O)C[C@@](O)(CO)C/C1=N\CC(C)O,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
CCOC(=O)CN1C(=O)C(c2ccc(O)cc2)=C(c2ccc(O)cc2)[C@@]1(O)C(=O)OC,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
C=C1[C@@H]2C3C[C@](C)(O)[C@@H](OC(=O)Cc4ccccc4)CC[C@@](C)(OC(=O)CCC)C(O3)[C@@H]2[C@@H](C(C)C)C[C@@H]1O,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CCC[C@@H](CC[C@@H](C)[C@@H]1OC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)CCO)N(C)C(=O)[C@]2(C)CSC(=N2)[C@H](C)NC(=O)C1(C)C)OC,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
C=CCC(O)C(C)CCCCC(O)C(C)CC(C)CCC(O)C/C(=C\Cl)Cc1ccccc1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1
C=C/C(C)=C/C=C/C(C)(CC/C=C(\C)CC(=O)C=C(C)C)OCC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1
OCc1cc(OCc2cc(O)ccc2O)ccc1O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
CC(=O)OC/C=C(\CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)COC(C)=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1
O=C(N/C=C/c1c[nH]c2cc(Br)ccc12)C(=O)c1c[nH]c2ccccc12,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
C[C@](Cl)(/C=C/[C@H](Br)[C@](C)(Cl)/C=C/Br)CBr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
COc1cc(/C=C/C(C)=C/C(C)=O)oc(=O)c1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1
C=C(C)[C@H]1C/C=C2\C(=O)O[C@H](C[C@@]3(C)CC(=O)[C@H](CC(=O)C1)O3)[C@H]2O,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1
CCC(C)CC(C)CC(C)C(O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O)C(C)/C=C(\C)C(O)C(C)/C=C(\C)C(O)C(C)/C=C(\C)C(O)C(C)C(=O)OC[C@@H](O)[C@H](O)[C@H](O)CO,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
C=C1CC[C@@]2(C)[C@H](/C=C/CC[C@H]1C(C)C)[C@](C)(O)[C@H](O)C[C@@H]2Br,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1
C/C=C/C(=C/[C@@H]1CC[C@@H](C)O1)CO,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
CN1C(=N)N/C(=C/c2c[nH]c3ccccc23)C1=O,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1
C=C1CC/C=C(\C)CC[C@H](C2=CC[C@H](C(C)(C)O)OC2)C[C@H]1O,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1
CC(C)=C/C=C\C(C)/C=C/C=C(\C)C=O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CC(=O)O[C@@H]1C/C(C)=C/C/C=C(/C=O)[C@H](C=O)[C@H]1C(C)CCC=C(C)C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1
CC(C)C/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1
CC(C)=CC[C@@H](O)/C(C)=C/CCC(C)(O)/C=C/C/C(C)=C/CO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC(=O)NC[C@H]1CC[N@@+]2(C)CCCC[C@@H]12,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1
CC(=O)/C=C/CC(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
C=C1CC[C@H](O)/C=C(/C)C[C@@H]2[C@@H]1C[C@@]2(C)CC(O)C=C(C)C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1
C/C=C1\NC(=O)[C@H](O)[C@@H](CCC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc2ccccc2O)NC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@H]([C@@H](C)OC)NC(=O)[C@@H]([C@H](O)C(=O)NC(N)=O)NC(=O)CN(C)C1=O,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
C/C(C[C@@H]1OC(C)(C)[C@H]2CC[C@](C)(O)[C@@H]12)=C1/C(=O)C[C@H]2[C@@]3(C)CC[C@H](O)[C@](C)(CO)[C@@H]3CC[C@]12C,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
CC[C@H]1OC(=O)CCCCC=C[C@H]2[C@@H](C[C@@H]3O[C@H]23)[C@@H]2C[C@H]21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
CC(=O)O[C@H]1C[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](C)C[C@H](O)[C@H]5O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@@H]3CC[C@@]23C(=O)O[C@@](C)(/C=C/C=C(C)C)[C@@H]13,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1
COc1ccc(/C=C/CCCC[C@H](C)[C@H](O)[C@@H](O)C2NC(=O)C[C@@H](O)CNC(=O)CNC(=O)[C@@H](Cc3c(C(=O)O)[nH]c4ccccc34)NC(=O)CN(C)C(=O)C[C@@]3(O)NC(=O)[C@H](O)[C@@H]3NC(=O)[C@H]2O)cc1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
C/C1=C\CC[C@](C)(O)[C@H]2C=C(C(C)C)[C@@H](O2)[C@H](O)[C@]2(C)O[C@H]2CC1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1
CC1=C[C@@H](/C=C(\C)CCCc2ccoc2)[C@]2(OC(=O)C(C)=C2OS(=O)(=O)[O-])[C@@H]2[C@@H](C)CC[C@@H]12.[Na+],0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1
C/C=C(C)/C=C/CCC[C@@]1(OC)C[C@H](C)[C@H](CC(=O)O)OO1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1
O=C(/C=C/c1c[nH]c2ccccc12)N/C=C\c1c[nH]c2ccccc12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
CCC[C@H](C/C(C)=C/[C@H]1OC(=O)[C@@H](C)[C@@H](O)[C@H](C)CC[C@H](OC(C)=O)C[C@@H](OC(C)=O)C[C@@H](OC(C)=O)CC/C(C)=C/CCC[C@@H](O)C[C@H](O)[C@@H]1C)OC(C)=O,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CC(=O)O[C@H]1CC[C@]2(C)C(=O)C(C3CC[C@H]([C@H](C)/C=C/[C@H](C)C(C)C)[C@@]3(C)CC=O)=C[C@@H]3O[C@@]32C1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1
N=C1N=C(NCCS(=O)(=O)O)/C(=C/[C@H](O)CNC(=O)c2cc(Br)c[nH]2)N1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
CC(C)[C@@H](O)[C@@H](C)C(=O)N[C@@H]1C(=O)N[C@H](C(C)C)C(=O)N[C@@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](COC(=O)CNC(=O)/C=C/[C@]3(CO3)[C@@H](C)Oc3ccc2cc3)C(=O)O[C@@H]1C,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CC(=O)O[C@H]1C[C@@H]2O[C@]2(C)[C@@H]2CC3=C(C)C(=O)O[C@H]3/C=C(/C)CC[C@H](OC(=O)c3ccccc3)[C@@]12C,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1
CC(C)(O)/C=C/C=C1/COC(=O)[C@@H]2[C@@H]1CC[C@]1(C)[C@@H]3CC[C@]21CO3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1
CC(/C=C/C=O)=C1\C(=O)C[C@H]2[C@@]3(C)CC[C@@H](O)[C@](C)(CO)C3CC[C@]12C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
CCCCC/C=C\C[C@@]1(O)C=C(Br)C(=O)[C@@H]1[C@H](/C=C\CCCC(=O)OC)OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1
CC/C=C/[C@@H]1C=C[C@@H]2CCC[C@H]2[C@@H]1CC[C@H](O)[C@@H](C)N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1
CC1=C/[C@H](C)C[C@@]2(C)CC[C@@H](O2)[C@@]23CC[C@@](C)(C[C@@H](O2)[C@H]2O[C@](C)(CC2=O)[C@@H](O)[C@@H]2CC[C@@]4(CCC[C@H](O4)[C@@H](C)C(=O)O[C@@H]4C[C@@H]5O[C@@]4(\C=C\1)O[C@@]51OCC[C@@H](C)[C@H]1O)O2)O3,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1
C=CC(=C)CC[C@@]1(C)SSS[C@H](O)[C@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)[C@@H]1/C=C/C(=O)NCCCCNC(=O)/C=C/SC,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
C\C1=C/C=C\C=C\C=C/c2cccc(O)c2C(=O)O[C@@H](C[C@@H](C)O)C[C@@H](O)C/C=C/[C@@H](O)C[C@@H](O)C/C(C)=C/C=C/C=C/C=C\c2cccc(O)c2C(=O)O[C@@H](C[C@@H](C)O)C[C@@H](O)C/C=C/[C@@H](O)C[C@@H](O)C1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1
CO[C@@H](/C=C/[C@@H]1CCC(=O)O1)CCCCCC=C(Br)Br,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
CO[C@@H]1[C@@H](O)[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](O)[C@H](O[C@H]4C[C@@H]5C(=CC[C@]6(C)[C@@H]([C@H](C)/C=C/[C@@H](C)[C@@H](C)C(=O)NCCOS(=O)(=O)[O-])CC[C@@H]56)[C@@]5(C)CC[C@H](OS(=O)(=O)[O-])C[C@H]45)O[C@H](CO)[C@H]3O)OC[C@@H](O)[C@@H]2O)O[C@H](C)[C@H]1O.[Na+].[Na+],0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
C=C(C)[C@@H]1C/C=C(/C=O)CC[C@H]2O[C@]2(C)CC[C@@H](O)C(=C)CC1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1
C/C(=C/[C@H](O)[C@@H](C)O)[C@H]1CC[C@H]2C3=CC(=O)[C@H]4CC(=CC[C@H](O)C4)[C@H]3CC[C@]12C,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1
CC[C@@H](O)[C@H](C)/C=C/C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@H]1OC(=O)/C(C)=C/C(C)=C\[C@H](C)[C@@H](O)[C@H](C)C/C(C)=C/C=C/[C@H]1OC,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1
C=C[C@@]1(C)CC[C@H](/C(=C/C[C@@H](OC(C)=O)C(C)(C)O)COC(C)=O)C[C@@H]1C(=C)C,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1
CC(C)C/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC(=O)[C@@]4(O)C[C@@H](O)CC[C@]4(C)[C@@]3(O)CC[C@]12C,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
C/C1=C\[C@H](C)C[C@H](C)OC(=O)[C@H](C)NC(=O)[C@@H](Cc2ccc(O)c(Br)c2)N(C)C(=O)[C@H](C)NC(=O)[C@@H](C)C1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
CCCC(=O)O[C@@H]1CC/C(C)=C\[C@@H]2OC(=O)[C@]3(C)O[C@]23[C@H](OC(C)=O)[C@H]2[C@@H](C)[C@H](O)C[C@H](OC(C)=O)[C@@]21C,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C(=O)c2c(O)cc(O)cc2O[C@H]1c1ccccc1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0
CC(C)[C@@H]1OC(=O)/C=C/C=C/C=C/C=C/[C@H]2O[C@@H](C[C@H]2O)[C@H](C)[C@H](O)C[C@H](O)C[C@H](O)C[C@@H](O)C[C@H](O)C[C@@H](O)C[C@@H](O)/C=C/[C@@H]1C,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1
CC(=O)OCC1=C/[C@@H]2OC(=O)[C@H](C)[C@@]2(O)[C@@H](OC(C)=O)[C@H]2[C@@]3(CO3)[C@H](OC(C)=O)[C@H](OC(=O)CC(C)C)[C@H](OC(C)=O)[C@]2(C)[C@@H](OC(C)=O)/C=C\1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1
C/C=C/CCCCC(=O)[C@H](C)C(=O)N1CCC[C@H]1C(=O)OC,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1
CC(=O)O[C@@H]1[C@H]2[C@](C)(O)[C@H](O)C=C[C@]2(C)[C@@H](OC(C)=O)[C@H](OC(C)=O)C/C(C)=C\[C@@H]2OC(=O)[C@]3(C)O[C@@]213,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1
COc1cc(C)c(O)c(C[C@]2(C)[C@H]3CCC4=C(CCC(=O)OOC4(C)C)[C@]3(C)CC[C@@H]2C)c1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1
C[C@@]1(C(=O)O)[C@@H](O)CC[C@]2(C)c3cc4c(cc3C(=O)C[C@@H]12)[nH]c1ccccc14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
CC1=CC[C@H](O)[C@]2(C)CC[C@H]3[C@@H]([C@@H]12)C3(C)C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1
CC(=O)OC[C@H]1O[C@@H](OC(C)(C)[C@@H]2C/C=C(\C)CC/C=C(/C)CC/C=C(\C)CC2)[C@H](O)[C@@H](O)[C@@H]1O,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1
CO[C@@H](CC[C@H](C)[C@H]1O[C@@]23C[C@H](OC(=O)C[C@H]([C@@H](C)O)OC(=O)C[C@](OC)(O2)[C@H](C)CC3(C)C)[C@@H]1C)c1cccc(O)c1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
C=C[C@@]1(C)CCC2=C(C(=O)C=C3C(C)(C)CCC[C@]32O)[C@@H]1O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1
