Smiles,MolLogP,MolWt,NumRotatableBonds,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,SlogP_VSA1,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,SlogP_VSA10,SlogP_VSA11,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA6,SMR_VSA10,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14
N#CCCCCCCCCCCCCCCCCCCCc1ccc(C=O)[nH]1,7.915080000000008,386.6240000000001,20,0,0,0,1,0,0.0,6.4208216229260096,11.33111286753076,131.75718238643697,0.0,0.0,0.0,0.0,5.261891554738487,4.9839785209472085,0.0,0.0,6.286160523129555,4.794537184071822,0.0,5.261891554738487,0.0,96.31232434389018,31.395199005701247,12.114749617774471,11.763149307640735,0.0,6.286160523129555,0.0,0.0,0.0
Cc1cc2c(c(C)c1CCO[N+](=O)[O-])CC(C)(C)C2=O,2.8192400000000015,277.32,4,1,0,1,0,0,0.0,17.67923182958865,29.3767831375436,46.45926904193805,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,6.606881964512918,5.783244946364939,4.794537184071822,0.0,0.0,10.114318268765572,13.847474399381248,55.00929068048286,10.978441961093775,0.0,6.606881964512918,5.783244946364939,0.0,5.086619042932543,0.0
C[C@@H]1C(=O)O[C@@H](C(C)(C)O)c2nc(cs2)C(=O)OC(C)(C)[C@H](O)c2nc(cs2)C(=O)O[C@H]1CCCC(C)(Cl)Cl,5.163000000000006,623.5770000000001,5,0,1,0,2,0,0.0,19.005126045471968,5.917906046161393,104.00499859396447,0.0,0.0,0.0,0.0,0.0,9.967957041894417,5.917906046161393,0.0,63.78336740019005,4.794537184071822,19.55703141003806,0.0,45.87545153633451,0.0,60.80488806692178,10.76012554093183,5.917906046161393,37.75863590465495,17.491822377445224,0.0,0.0,17.90791586385555
CCC[C@H]1CCC[C@]2(NC3=[N+]4[C@H](CC[C@H]4[C@H]2C(=O)OCCCCCCCCCCCCCCCC(=O)N(CCCN)CC(O)CCN)C[C@]2(CCC=C[C@@H](CC)O2)N3)O1,6.89730000000001,830.2329999999998,27,0,5,0,0,2,22.100912162337032,23.79966322954379,5.917906046161393,187.2096582183836,0.0,0.0,0.0,0.0,0.0,15.533486938863138,17.385241000485763,32.78590758816322,17.83603958604719,14.16460022762346,10.633577208012662,0.0,0.0,103.04937408816114,83.71855066401127,38.7727993035292,37.00246278605375,0.0,11.642891640131648,11.63216532332176,0.0,11.928859856695684
C[C@H](CO)CCC[C@@H](C)[C@H]1[C@@H](O)[C@@H](O)C2[C@@]3(O)C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1[C@H](O)[C@H]3O,1.4390999999999994,484.6740000000004,6,4,0,0,0,0,0.0,0.0,46.33741721576191,79.06152178217059,0.0,0.0,0.0,0.0,0.0,0.0,46.33741721576191,6.606881964512918,0.0,0.0,0.0,0.0,0.0,40.53659204461451,78.94444090715659,12.52478801067431,24.41586555099321,11.70501719873199,0.0,0.0,0.0,0.0
O=C(O)[C@H](CNCCCCCCCCCC/C=C\CCc1cccnc1)c1ccccc1,6.539300000000007,436.6400000000001,18,0,0,1,1,0,5.316788604006331,11.21535880699783,0.0,81.2530252588155,0.0,0.0,0.0,0.0,0.0,10.30076712495354,0.0,13.08951281182515,5.969305287951849,9.77851570501903,0.0,0.0,0.0,87.07517236199351,55.84213457239823,18.93844354913873,5.917906046161393,0.0,0.0,0.0,0.0,5.969305287951849
C/C(=C\C(O)C/C(C)=C/CC[C@@H]1C(=O)O[C@H]2O[C@H]21)C/C=C/c1ccoc1,4.0046000000000035,358.4340000000001,9,0,2,0,1,2,0.0,14.268263091671919,5.917906046161393,45.09421238278229,0.0,6.076020106833881,0.0,0.0,0.0,0.0,5.917906046161393,0.0,12.045325394785731,4.794537184071822,0.0,0.0,0.0,35.45028948747406,45.5971279595469,5.563451491696996,24.54819842518781,6.103966387748303,0.0,6.290026729335213,0.0,5.969305287951849
CC(C)(Cl)[C@H](Br)CC[C@](C)(O)[C@H]1CC[C@@](C)([C@H](O)CC[C@@H](O)[C@]2(C)CC[C@H]([C@@](C)(O)CC[C@@H](Br)C(C)(C)Cl)O2)O1,6.988000000000011,741.4700000000003,15,0,2,0,0,2,0.0,9.473725907600098,0.0,119.5981138267851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.06176757636373,0.0,0.0,0.0,23.20187978046503,31.859887795898697,119.5981138267851,9.654348140593624,56.568413377810174,0.0,0.0,0.0,0.0,0.0
C=C1C[C@@H]2OC(C)(C)[C@@H]3CC[C@](C)(C[C@H]4[C@H](C)CC[C@@H]14)[C@@H]23,5.208600000000006,288.47499999999997,0,3,1,0,0,1,0.0,4.736862953800049,35.00452070020374,66.21987853631856,0.0,0.0,0.0,0.0,0.0,0.0,35.00452070020374,0.0,0.0,0.0,0.0,0.0,0.0,25.999514613049012,87.37692483714105,0.0,11.70501719873199,0.0,0.0,0.0,0.0,0.0
O=C1NCc2nc3ccccc3c(=O)n2[C@H]1C[C@@]12OCN3[C@@H]1N(C(=O)C31CC1)c1ccccc12,1.3615999999999997,455.4740000000003,2,1,4,2,1,2,15.775965229908817,26.471744538839957,0.0,36.692161687622914,0.0,10.902924932081056,5.687386274683562,0.0,0.0,19.76777650359537,0.0,11.630726478349963,28.40467066546763,23.850620930857296,9.883888251797686,0.0,0.0,30.33183534230805,31.04074445123685,11.984273114623004,23.135067612677194,35.90281375014893,0.0,11.814359458703011,5.559266895052007,0.0
C[C@@H]1[C@@H](O)C[C@]2(O)[C@H](O)[C@H]3CC(C)(C)C[C@H]3[C@]12C,1.5514000000000001,254.36999999999998,0,3,0,0,0,0,0.0,0.0,28.58369907727774,46.95741366754052,0.0,0.0,0.0,0.0,0.0,0.0,28.58369907727774,0.0,0.0,0.0,0.0,0.0,0.0,27.694948798762496,36.01035185373298,11.83581209232279,17.808983586480295,0.0,0.0,0.0,0.0,0.0
C[C@]12CCC[C@](C)(C(=O)O)[C@@H]1CC[C@]1(C)[C@@H]2CC[C@]2(C)Oc3ccc(O)cc3C[C@@H]12,5.809400000000006,412.57000000000016,1,3,1,1,0,0,4.736862953800049,11.21535880699783,33.99868954667452,78.20415165094157,0.0,0.0,0.0,11.49902366656781,0.0,0.0,33.99868954667452,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,20.268296022307258,105.2215714880615,5.917906046161393,5.41499046939678,17.100074477551498,0.0,0.0,0.0,5.969305287951849
C=C(C)C=C=C1C[C@@H]2O[C@@H](C(C)(C)O)C[C@]2(Cl)[C@H](O)[C@@H]1O,1.6754999999999993,314.80899999999997,2,1,1,0,0,1,0.0,4.736862953800049,0.0,33.61285484492389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.600939890232516,0.0,0.0,0.0,17.33215848097427,12.152040213667764,26.847231705905752,18.414747775921285,17.808983586480295,17.082105066937714,0.0,0.0,0.0,0.0
CCCCCC/C=C/CCCC/C=C/CCCCCC(=O)O,6.664700000000007,308.506,16,0,0,0,0,0,0.0,4.794537184071822,0.0,96.81523992065479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,56.91110411873018,57.787394606334104,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,5.969305287951849
COc1cc2ccnc3c2c(c1OC)NC(=O)C3=O,1.3867999999999996,258.233,2,0,1,1,1,0,14.790514511606428,4.794537184071822,0.0,10.488465178920283,0.0,10.772448428929591,5.687386274683562,11.49902366656781,0.0,4.9839785209472085,0.0,19.536383686561397,28.150259379329597,14.573052889090853,0.0,0.0,0.0,0.0,17.518958351388015,11.583067786077873,19.906981357238628,5.693927994848461,11.49902366656781,0.0,11.690424675716445,0.0
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C)O[C@]2(OC(=O)[C@H](C)[C@H]2C)[C@H]1O,4.441500000000005,454.60700000000026,0,4,2,0,0,2,0.0,19.06280027574374,52.25532326192331,66.72279411308317,0.0,0.0,0.0,0.0,0.0,0.0,52.25532326192331,0.0,11.75255023431679,9.589074368143644,0.0,0.0,0.0,46.26781063535627,79.26066902850157,11.332896515558172,12.021872433909696,6.103966387748303,5.783244946364939,5.7871111525705965,0.0,5.969305287951849
CO[C@@H]1O[C@@H]([C@@H](O)C(C)(C)O)C[C@H]1[C@@H]1CC=C2[C@@]3(C)[C@H](CC[C@]21C)[C@@]1(C)C=CC(=O)C(C)(C)[C@@H]1C[C@H]3OC(C)=O,4.987700000000005,558.7560000000003,5,4,1,0,0,1,0.0,23.79966322954379,45.33158606223269,87.49400571215503,0.0,0.0,0.0,0.0,0.0,0.0,45.33158606223269,7.109797541277533,11.75255023431679,9.589074368143644,0.0,0.0,0.0,52.34383074219015,80.61130169812292,30.78142172592311,11.70501719873199,12.207932775496605,12.073271675700152,0.0,0.0,5.969305287951849
C=C1CC[C@@H]([C@H](C)CCC=C(C)C)C2C(C=O)=CCC1C2O,4.457400000000005,302.458,5,2,0,0,0,0,0.0,4.794537184071822,23.671624184645573,52.87531971370191,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,0.0,6.286160523129555,4.794537184071822,0.0,0.0,0.0,36.800922157095414,63.360499136403334,11.835812092322787,6.103966387748303,6.286160523129555,0.0,0.0,0.0,0.0
C=C1C(=O)O[C@H]2[C@@H]3O[C@@H](C[C@@H]12)[C@@](C)(O)CC/C=C(/C)CC/C=C\3C,3.4593000000000025,332.4400000000001,0,0,3,0,0,2,0.0,14.268263091671919,5.917906046161393,52.87531971370193,0.0,0.0,0.0,0.0,0.0,0.0,5.917906046161393,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,24.304080427335528,58.4484242437712,11.49101057623066,11.70501719873199,12.207932775496605,0.0,0.0,0.0,5.969305287951849
C=C1[C@@H](OC(C)=O)C[C@H](C(C)C)[C@H]2C3OC(C[C@@H](C)C(=O)CC[C@@]3(C)OC(C)=O)[C@@H]12,3.8609000000000036,420.5460000000003,3,1,2,0,0,2,0.0,28.59420041361561,29.589530230806965,67.22570968984778,0.0,0.0,0.0,0.0,0.0,0.0,29.589530230806965,0.0,17.72185552226864,14.383611552215466,0.0,0.0,0.0,27.35014728267037,43.5951186908607,38.022014160791436,6.103966387748303,23.592228532845233,0.0,0.0,0.0,11.938610575903699
CC[C@@H]1[C@@H](O[C@H]2C[C@H](O)[C@H](O)[C@H](C)O2)[C@@H](OC(=O)[C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)/C=C/C=C\[C@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]3(O)C[C@@H](O[C@H]4C[C@H](O)[C@H](O)[C@H](C)O4)[C@H](CC)[C@@H](C)O3)OC(=O)/C=C/C=C/[C@@H]2C)O[C@H]1C,3.9084000000000083,1039.2630000000001,15,0,5,0,0,4,0.0,57.015378136415904,47.34324836929114,115.18895451091751,0.0,0.0,0.0,0.0,0.0,0.0,47.34324836929114,0.0,17.90791586385555,4.794537184071822,9.589074368143644,0.0,0.0,84.92228103883764,47.46032924430513,72.83984740557554,60.853603535896106,30.51983193874151,18.367164611241023,6.290026729335213,0.0,17.90791586385555
CC1=C(O)/C(=C/[C@H](C)CCC/C(C)=C/CCC2=CC(Cc3ccoc3)N(CC(=O)O)C2=O)OC1=O,4.849500000000004,483.56100000000026,12,0,2,0,1,0,0.0,25.54129612894152,5.917906046161393,58.43877120539892,0.0,0.0,0.0,0.0,0.0,4.899909730850478,5.917906046161393,6.544756405912575,17.845790305255207,9.589074368143644,4.794537184071822,0.0,0.0,24.648881943427654,75.9961488500912,5.573104530069267,24.14127135049534,6.544756405912575,11.518329743312352,0.0,5.907179729351506,11.938610575903699
C=CC1=C(C)C(=O)NC1(O)Cc1[nH]c(Cc2[nH]c3c(c2C)C(=O)C/C3=C2/N[C@H](C(=O)O)[C@@H](C)[C@@H]2CCC(=O)O)c(CC)c1CO,2.6311200000000006,620.7030000000002,11,1,2,0,2,1,10.633577208012662,40.25295838550641,18.75954929201341,89.85773159810356,0.0,5.573104530069267,0.0,0.0,0.0,20.60153424990708,11.835812092322787,0.0,29.20213978168941,14.383611552215466,4.794537184071822,0.0,0.0,26.502430189813627,43.73392667478865,82.22623240906843,12.300809959361379,6.041840829147961,11.508230540335193,5.907179729351506,0.0,11.938610575903699
C[C@@]1(O)C=C[C@H]2C[C@@H](C(=O)O)CC[C@@H]2[C@H]1C(=O)CCO,0.9919999999999998,282.336,4,2,0,0,0,0,0.0,9.589074368143644,23.671624184645573,32.60702369139466,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,6.606881964512918,11.75255023431679,9.589074368143644,0.0,0.0,0.0,12.152040213667762,38.022014160791436,13.027703587438928,17.436862903306476,5.783244946364939,0.0,0.0,0.0,5.969305287951849
C=C[C@@]1(C)CC[C@H](C(=C)CCC(OC(C)=O)C(C)(C)O)C[C@@H]1C(=C)C,5.210100000000007,348.5270000000001,8,1,0,0,0,0,0.0,9.53140013787187,17.250802561719567,66.72279411308315,0.0,0.0,0.0,0.0,0.0,0.0,17.250802561719567,0.0,5.969305287951849,4.794537184071822,0.0,0.0,6.578935683598497,37.303837733860036,70.12612227542148,6.923737199690624,5.601050810983688,6.103966387748303,0.0,0.0,0.0,5.969305287951849
C/C(=C/C/C=C(\C)CO)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,1.0249,297.35100000000006,7,0,1,0,0,1,5.316788604006331,9.589074368143644,11.835812092322787,26.689117645233267,0.0,0.0,0.0,0.0,0.0,5.316788604006331,11.835812092322787,13.151638370425493,11.938610575903699,9.589074368143644,0.0,0.0,0.0,23.2982492738063,26.186202068468653,12.462662452073968,13.027703587438928,6.041840829147961,0.0,0.0,0.0,11.938610575903699
CCC(O)CC(=O)O[C@@H]1C[C@H]2[C@]3(C)CC[C@H]4[C@@](C)(CC)CCC[C@]4(C)[C@H]3C[C@@H](O)[C@]2(C)[C@@H](C=O)[C@@H]1C(C)=O,5.509300000000007,532.7620000000004,7,4,0,0,0,0,0.0,19.120474506015512,51.24949210839408,112.67437662709447,0.0,0.0,0.0,0.0,0.0,0.0,51.24949210839408,0.0,18.038710757446342,9.589074368143644,0.0,0.0,0.0,54.38406644399576,85.86817810684721,11.332896515558172,24.546660444584006,18.173371857242795,0.0,0.0,0.0,5.969305287951849
CC(CC(=O)N1C(=O)C(C)(C)[C@H](O)[C@@H]1CC(C)C(Cl)(Cl)Cl)C(Cl)Cl,4.337200000000004,441.6099999999999,5,0,1,0,0,1,0.0,9.589074368143644,17.250802561719567,40.53659204461451,0.0,0.0,0.0,0.0,0.0,4.899909730850478,17.250802561719567,0.0,69.81905890986559,14.48898409899412,0.0,0.0,23.20187978046503,48.6502940700788,26.18620206846865,12.338727669087403,17.560797686293043,4.836269690250055,3.792535935529771,11.814359458703011,0.0,0.0
CCCCCCCCCCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCC(C)C,7.277700000000008,1077.5329999999997,47,0,2,0,0,2,10.633577208012662,28.536526183343838,5.917906046161393,246.00288397824696,0.0,0.0,0.0,0.0,0.0,10.633577208012662,5.917906046161393,19.820645893538753,11.814359458703011,9.589074368143644,0.0,0.0,0.0,226.2375035327043,18.75954929201341,6.923737199690624,31.96645311043502,60.97753831888267,12.580053458670426,11.814359458703011,0.0,0.0
O=C(O)[C@H](c1ccccc1)[C@H](CCCCCCCCC/C=C\CCc1cccnc1)NCCCCCCCCCCCCCc1cccnc1,11.836699999999988,682.0499999999998,31,0,0,1,2,0,5.316788604006331,17.63618042992384,0.0,157.44551460269864,0.0,0.0,0.0,0.0,0.0,15.284745645900749,0.0,6.544756405912575,5.969305287951849,14.76249422596624,0.0,0.0,0.0,150.9289340367892,86.73441800133487,30.829215115600267,5.917906046161393,0.0,0.0,0.0,0.0,5.969305287951849
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)CCCCCCCCCCCCCCCC,7.777300000000007,714.0819999999992,34,0,1,0,0,1,5.316788604006331,14.268263091671919,0.0,187.2096582183836,0.0,0.0,0.0,0.0,0.0,5.316788604006331,0.0,13.213763929025836,5.907179729351506,4.794537184071822,0.0,0.0,0.0,173.6784119403473,19.26246486877803,6.4208216229260096,25.3595711459221,24.41586555099321,6.290026729335213,5.907179729351506,0.0,0.0
COC1=C(Br)[C@@H](O)[C@]2(C=C1Br)CC(C(=O)NCCc1cc(Br)c(O)c(Br)c1)=NO2,3.997200000000002,659.9510000000002,5,1,1,1,0,0,5.316788604006331,20.789810344534512,0.0,11.984273114623004,0.0,0.0,0.0,5.749511833283905,0.0,5.316788604006331,5.15571272675054,13.65455394719011,75.3386403239196,4.794537184071822,0.0,0.0,0.0,5.15571272675054,93.91280295017751,12.965578028838586,25.019981681351727,23.324328095459087,5.601050810983688,0.0,5.907179729351506,0.0
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](N)C(C)C)C(=O)Nc1ccccc1C(=O)O,2.9072000000000005,510.6350000000003,12,0,0,2,0,0,16.367244685174846,20.804433175141472,11.835812092322787,50.03721058915432,0.0,0.0,5.687386274683562,0.0,0.0,10.216698334856808,17.56947956948497,12.36446058668352,29.37823075068993,14.383611552215466,4.794537184071822,0.0,0.0,70.15951827799377,35.95281934386901,13.4684936056032,17.292678595528518,12.083681658295921,0.0,17.721539188054518,0.0,5.969305287951849
C/C=C1\NC(=O)[C@H](O)[C@@H](CCC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](Cc2ccccc2O)NC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@H]([C@@H](C)OC)NC(=O)[C@@H]([C@H](OS(=O)(=O)O)C(=O)NC(N)=O)NC(=O)CN(C)C1=O,-4.822000000000014,1068.1299999999997,13,0,2,1,0,2,48.68485518236869,73.6851424317436,11.835812092322787,65.86542398185415,0.0,0.0,4.794537184071822,5.749511833283905,0.0,47.01733968974527,23.303147046647155,27.246982335779876,75.50191238750274,57.81491031841492,8.97762261672153,8.417796984328938,0.0,45.04633291129058,56.57556992064066,27.12304755279331,25.111385245734848,41.65575529207954,12.207932775496605,41.35025810546054,17.721539188054518,16.430115093987677
C#CC(O)/C=C/CCCC/C=C\C=C/C#CCCCC(O)C=C,3.930100000000003,312.45300000000003,11,0,0,0,0,0,0.0,0.0,24.18465285218719,44.94575136048208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.002285579218757,48.14140349073634,50.676969951223825,6.4208216229260096,6.103966387748303,6.103966387748303,0.0,0.0,0.0,0.0
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,2.195400000000006,828.0239999999998,8,0,4,2,0,4,21.267154416025324,46.40340353435477,11.835812092322787,90.18842476556458,0.0,0.0,0.0,5.749511833283905,0.0,35.96688360857676,11.835812092322787,19.634269217737724,41.35025810546054,33.561760288502754,0.0,0.0,0.0,83.00116152384581,73.62037895019606,32.47591246358975,0.0,48.042397637319624,0.0,41.35025810546054,0.0,0.0
O=C1C2=C(C3=NCCc4c[nH]c1c43)[C@]13C=C(Br)[C@@H](O)C=C1S[C@@H](C3)N2,2.4001,416.30000000000007,0,2,3,0,1,1,5.316788604006331,6.4208216229260096,5.41499046939678,28.036189785240282,0.0,0.0,0.0,0.0,0.0,10.30076712495354,10.407395202032449,6.544756405912575,39.186758796476106,9.786941916707491,0.0,0.0,11.761884949391115,22.00596400478323,24.481114844382894,33.26566506738664,27.891515593040516,6.103966387748303,0.0,5.783244946364939,0.0,0.0
Oc1ccc2cc1-c1cc(ccc1O)CC(O)/C=C\C=C\C2,3.336700000000002,294.35,0,1,0,2,0,0,0.0,12.841643245852019,0.0,11.126902983393991,0.0,11.126902983393991,0.0,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.436814564258746,41.81319288016644,17.547724606320003,6.103966387748303,11.49902366656781,0.0,0.0,0.0,0.0
C=C(CC[C@@H](C)[C@H]1C[C@@H](O)C2[C@@H]3C[C@H](O)C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C)C(C)CO[C@@H]1OC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H]1O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O.[Na+],-2.0361999999999867,814.9640000000007,12,4,2,0,0,2,29.557286032607934,33.52953782949951,52.2553232619233,85.48234340509659,0.0,0.0,0.0,0.0,0.0,0.0,52.2553232619233,19.820645893538753,10.399000581649606,4.183085432649707,8.417796984328938,0.0,0.0,39.84698901243026,104.12481182209602,5.917906046161393,38.13254505678366,36.62379832648981,12.580053458670426,10.399000581649606,0.0,29.557286032607934
C=C1CC2OC([C@@H]3[C@@H](C(C)C)[C@H](OC(=O)CCC)[C@@H](OC(C)=O)[C@@](C)(O)[C@H]23)[C@](C)(OC(=O)CCC)[C@H](O)C[C@@H]1O,2.840400000000001,568.7040000000003,8,1,2,0,0,2,0.0,33.33106336741566,23.671624184645573,86.99109013539042,0.0,0.0,0.0,0.0,0.0,0.0,23.671624184645573,0.0,17.90791586385555,14.383611552215466,0.0,0.0,0.0,34.273884482361,44.600949844389945,43.939920206952834,18.31189916324491,17.808983586480295,11.70501719873199,0.0,0.0,17.90791586385555
COc1c(C)cc(O)cc1C/C=C(\C)CC(=O)/C=C(\C)C(O)CCC(C)(O)C(=O)/C=C/C(C)(C)O,3.891820000000003,488.62100000000027,13,0,0,1,0,0,4.736862953800049,16.00989599106965,6.923737199690624,65.00805385062513,0.0,0.0,0.0,11.49902366656781,0.0,0.0,0.0,7.109797541277533,11.566489892729878,9.589074368143644,0.0,0.0,0.0,17.72514474373703,96.22621843927901,11.984273114623004,18.814814740009524,17.100074477551498,11.566489892729878,0.0,0.0,0.0
Cc1cc(C)cc(Oc2c(C)c(C)c3c(c2C)CCC(C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)(C)O)O3)c1,10.65869999999999,550.8680000000005,14,0,1,2,0,0,9.473725907600098,6.4208216229260096,46.4544980907759,132.20761117789522,0.0,0.0,0.0,17.248535499851716,0.0,0.0,11.835812092322787,0.0,0.0,0.0,0.0,0.0,0.0,58.43877120539892,139.279809399886,5.563451491696996,5.601050810983688,22.849586310835406,0.0,0.0,0.0,0.0
CC(=O)O[C@H]1CC[C@]2(CO2)[C@@H]2[C@H](OC(C)=O)[C@@]34O[C@@](CO)([C@H](Cl)[C@@H]3OC(=O)[C@@H]4C)[C@@H]3O[C@H]3[C@H](OC(C)=O)[C@@]12C,0.41680000000000117,572.9910000000001,4,1,5,0,0,5,0.0,52.33618941288763,17.250802561719567,47.46032924430513,0.0,0.0,0.0,0.0,0.0,0.0,17.250802561719567,13.213763929025836,35.47816104203991,19.178148736287287,0.0,0.0,11.600939890232516,6.923737199690624,19.765380445542643,26.689117645233264,30.147711255567696,41.497970617930925,11.70501719873199,0.0,0.0,23.877221151807397
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,0.9759000000000106,801.9859999999998,9,0,3,2,0,3,26.583943020031654,46.40340353435477,11.835812092322787,77.34678151971255,0.0,0.0,0.0,0.0,0.0,36.38376248173261,11.835812092322787,19.696394776338067,41.35025810546054,33.561760288502754,0.0,0.0,0.0,101.20026272923064,48.64600156742081,25.93115605767717,6.606881964512918,42.29288580403572,0.0,41.35025810546054,0.0,0.0
COc1cc(CC(=O)NCCCCNC(=O)CC(=O)NCCC(=O)c2ccccc2NC=O)ccc1O,1.3035000000000005,512.5630000000002,16,0,0,2,0,0,26.00401736982537,25.598970359213293,0.0,41.60472665916985,0.0,0.0,5.687386274683562,11.49902366656781,0.0,15.950365812018994,0.0,32.060855363021595,35.60226571521914,23.97268592035911,0.0,0.0,0.0,18.19910120538483,42.67056301139546,31.61854233236073,19.218005438887104,6.4208216229260096,17.28226861293275,24.13163449417064,0.0,0.0
CCCCCCC[C@@H](C/C=C/CCC(=O)N(C)C/C(=C/Cl)C1=CC[C@H](O)[C@H](C)C1=O)OC,5.565700000000007,468.07800000000015,15,1,0,0,0,0,0.0,14.325937321943693,5.917906046161393,78.05569062864136,0.0,0.0,0.0,0.0,0.0,4.899909730850478,5.917906046161393,20.702225929867296,23.29136456594896,9.589074368143644,0.0,0.0,0.0,75.78058272474546,31.256391021773307,44.14926005790218,12.207932775496605,0.0,5.783244946364939,5.907179729351506,0.0,0.0
COc1cc(O)c2c(c1)/C=C/C[C@@H](O)[C@H](O)C(=O)/C=C/C[C@H](C)OC2=O,1.6001999999999996,362.37800000000016,1,0,1,1,0,0,4.736862953800049,9.53140013787187,0.0,35.68682061300846,0.0,6.076020106833881,0.0,11.49902366656781,0.0,0.0,0.0,7.109797541277533,17.82857034115067,4.794537184071822,4.794537184071822,0.0,0.0,18.228060320501644,31.05039748960912,12.487188691387619,13.213763929025836,29.270407933761412,5.783244946364939,0.0,0.0,5.969305287951849
C=c1c(=O)n2c(cc3ccccc32)c(=O)n1C,0.28060000000000007,226.23499999999999,0,0,0,1,2,0,16.46766026886035,7.04767198267719,0.0,0.0,0.0,22.998561333295818,0.0,0.0,0.0,8.967794254053148,7.04767198267719,0.0,22.998561333295818,13.989768974405436,0.0,0.0,0.0,24.778036888983326,12.13273413692322,12.433896197141985,5.516700717616262,10.865827196372596,0.0,0.0,11.118533790104014,0.0
COC(=O)[C@@]12CCC(C(C)C)=C[C@H]1[C@@]1(C(=O)OC)CC[C@@H](O)[C@@](C)(O)CC[C@H]21,2.6133000000000006,394.5080000000002,3,3,0,0,0,0,0.0,19.06280027574374,28.583699077277743,59.29614133662794,0.0,0.0,0.0,0.0,0.0,0.0,28.583699077277743,14.219595082555067,11.938610575903699,9.589074368143644,0.0,0.0,0.0,25.496599036284394,57.28447902956947,5.917906046161393,36.754593220080615,0.0,0.0,0.0,0.0,11.938610575903699
CC(C)=C1NC(=O)[C@@H](C[C@]2(O)c3ccccc3N3C(=O)[C@H](C(C)C)N[C@H]32)n2c1nc1ccccc1c2=O,2.3967,499.5710000000002,3,0,3,2,1,1,21.092753833915147,15.190125179127332,5.917906046161393,51.54546724053339,0.0,16.599964245136892,5.687386274683562,0.0,0.0,20.184655376751223,5.917906046161393,4.899909730850478,34.101709978523466,29.167409534863626,4.9839785209472085,0.0,0.0,44.179309741689295,43.53758618099673,11.984273114623004,28.329191348968415,17.808667252266176,5.824404497999927,11.814359458703011,5.559266895052007,0.0
